singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,search_query_used,confidence_score,discovery_timestamp,ai_model_detected,ai_channel_verified
Maite Kelly,Die Einzige,Nur Liebe,non-film,2024,German,https://www.youtube.com/watch?v=flkag7Gkos0,AI singing Maite Kelly Die Einzige,0.55,2025-09-08 10:42:09,Unknown,False
LiSA,Shifukunotoki,Shifukunotoki - Single,Non-film,2022,Japanese,https://www.youtube.com/watch?v=uIrr-3NQhDo,LiSA Shifukunotoki synthesized official,0.55,2025-09-08 10:42:10,Unknown,False
LiSA,NEW ME,NEW ME - Single,Non-film,2022,Japanese,https://www.youtube.com/watch?v=Y0A83-0By2E,LiSA NEW ME AI cover Japanese,0.6,2025-09-08 10:42:18,Unknown,True
Aimer,Rokutouseino Yoru,Rokutouseino Yoru / Kanashimi wa Aurora ni / Twinkle Twinkle Little Star - Single,Non-film,2011,Japanese,https://www.youtube.com/watch?v=iGyOsXf2kwA,Aimer Rokutouseino Yoru AI cover Japanese,0.65,2025-09-08 10:42:20,Unknown,False
Maite Kelly,Der Mann an der Geige,Nur Liebe,non-film,2025,German,https://www.youtube.com/watch?v=tnyYXNV416U,Maite Kelly Der Mann an der Geige AI cover German,0.81,2025-09-08 10:42:23,Unknown,True
Aimer,Re:pray,Re:pray / Sabishikute Nemurenai Yoru wa - Single,Non-film,2011,Japanese,https://www.youtube.com/watch?v=nt58j1QGXhQ,Aimer Re:pray AI cover official,0.85,2025-09-08 10:42:23,Unknown,True
Michelle,Und heut’ Nacht will ich tanzen,Erste Sehnsucht,Non-film,1993,German,https://www.youtube.com/watch?v=c49yXCJ6d48,Michelle Und heut’ Nacht will ich tanzen AI singing official,0.6166666666666667,2025-09-08 10:42:25,Unknown,False
Aimer,Anata ni Deawanakereba -Kasetsutouka-,Anata ni Deawanakereba -Kasetsutouka- / Hoshikuzu Venus - Single,Non-film,2012,Japanese,https://www.youtube.com/watch?v=c-t2-BOuPUg,Aimer Anata ni Deawanakereba -Kasetsutouka- synthesized,0.65,2025-09-08 10:42:27,Unknown,True
Aimer,Hoshikuzu Venus,Anata ni Deawanakereba -Kasetsutouka- / Hoshikuzu Venus - Single,Non-film,2012,Japanese,https://www.youtube.com/watch?v=g_AcTY1aT7I,Aimer Hoshikuzu Venus AI singing 2012,0.65,2025-09-08 10:42:29,Unknown,True
Aimer,Re: I Am,Re: I Am - EP,Non-film,2013,Japanese,https://www.youtube.com/watch?v=Zm7c2FDb7jQ,Aimer Re: I Am deepfake,0.75,2025-09-08 10:42:31,Unknown,False
Michelle,Erste Sehnsucht,Erste Sehnsucht,Non-film,1993,German,https://www.youtube.com/watch?v=v31BJ9ex9fM,AI singing Michelle Erste Sehnsucht,0.65,2025-09-08 10:42:32,Unknown,False
Aimer,StarRingChild,StarRingChild - EP,Non-film,2014,Japanese,https://www.youtube.com/watch?v=69w7p05W8HA,Aimer StarRingChild AI singing 2014,0.7999999999999999,2025-09-08 10:42:34,Unknown,True
Aimer,broKen NIGHT,broKen NIGHT / holLow wORlD - EP,Non-film,2014,Japanese,https://www.youtube.com/watch?v=ZHAgXEpbJYI,AI singing Aimer broKen NIGHT,0.85,2025-09-08 10:42:36,Unknown,True
Aimer,Brave Shine,Brave Shine - Single,Non-film,2015,Japanese ,https://www.youtube.com/watch?v=XeI8E20ZUE4,Aimer Brave Shine voice clone 2015,0.7999999999999999,2025-09-08 10:42:38,Unknown,True
Michelle,Herzklopfen,Erste Sehnsucht,Non-film,1993,German,https://www.youtube.com/watch?v=9TIzKI9zeNo,Michelle Herzklopfen AI cover 1993,0.65,2025-09-08 10:42:39,Unknown,False
Aimer,Last Stardust,DAWN,Non-film,2015,Japanese ,https://www.youtube.com/watch?v=R1I7S6pvWUo,Aimer Last Stardust synthetic,0.75,2025-09-08 10:42:40,Unknown,False
Michelle,Prinz Eisenherz,Erste Sehnsucht,Non-film,1993,German,https://www.youtube.com/watch?v=vPzoi5Ph63I,Michelle Prinz Eisenherz synthesized 1993,0.65,2025-09-08 10:42:41,Unknown,False
Aimer,Kataomoi,daydream,Non-film,2016,Japanese,https://www.youtube.com/watch?v=kxs9Su_mbpU,AI cover Aimer Kataomoi,0.7999999999999999,2025-09-08 10:42:42,Unknown,True
Aimer,Choucho Musubi,Choucho Musubi - Single,Non-film,2016,Japanese,https://www.youtube.com/watch?v=ssFQhc4C8vc,Aimer Choucho Musubi voice clone Japanese,0.65,2025-09-08 10:42:44,Unknown,True
Aimer,ONE,ONE / Hana no Uta / Rokutouseino Yoru (Magic Blue ver.) - EP,Non-film,2017,Japanese,https://www.youtube.com/watch?v=8HleM0glzdE,Aimer ONE deepfake Japanese,0.7999999999999999,2025-09-08 10:42:49,Unknown,True
Ina Müller,Teenager,48,non-film,2013,German,https://www.youtube.com/watch?v=0sT2af31BeI,deepfake Ina Müller Teenager,0.55,2025-09-08 10:42:51,Unknown,False
Aimer,Hana no Uta,Fate/stay night: Heaven’s Feel I. presage flower,Film,2017,Japanese,https://www.youtube.com/watch?v=eDGLALvDP2g,synthesized Aimer Hana no Uta,0.7833333333333333,2025-09-08 10:42:53,Unknown,True
Aimer,Ref:rain,Ref:rain / Mabayui Bakari - EP,Non-film,2018,Japanese ,https://www.youtube.com/watch?v=mvkbCZfwWzA,Aimer Ref:rain AI singing 2018,0.7999999999999999,2025-09-08 10:42:55,Unknown,True
Aimer,Black Bird,Kasane,Film,2018,Japanese,https://www.youtube.com/watch?v=xcQTHC3ICnw,synthesized Aimer Black Bird,0.85,2025-09-08 10:42:58,Unknown,True
Michelle,Dornröschen ist aufgewacht,Traumtänzerball,Non-film,1995,German,https://www.youtube.com/watch?v=d8cmFApA4wU,Michelle Dornröschen ist aufgewacht AI cover 1995,0.5833333333333334,2025-09-08 10:43:02,Unknown,False
Aimer,I beg you,Fate/stay night: Heaven’s Feel II. lost butterfly,Film,2019,Japanese,https://www.youtube.com/watch?v=sFw6mnTs03Q,AI singing Aimer I beg you,0.6833333333333333,2025-09-08 10:43:04,Unknown,False
Aimer,Stand By You,Penny Rain,Non-film,2019,Japanese,https://www.youtube.com/watch?v=29BdR9oQbk8,Aimer Stand By You voice clone official,0.75,2025-09-08 10:43:06,Unknown,False
Michelle,Kopfüber in die Nacht,Traumtänzerball,Non-film,1995,German,https://www.youtube.com/watch?v=ZTSvdFWkAhE,Michelle Kopfüber in die Nacht AI singing German,0.55,2025-09-08 10:43:06,Unknown,False
Aimer,Torches,Torches - EP,Non-film,2019,Japanese,https://www.youtube.com/watch?v=j_NwlWDZhFU,Aimer Torches AI singing Japanese,0.75,2025-09-08 10:43:09,Unknown,False
Aimer,SPARK-AGAIN,SPARK-AGAIN - EP,Non-film,2020,Japanese ,https://www.youtube.com/watch?v=B_kf5kk4udM,voice clone Aimer SPARK-AGAIN,0.55,2025-09-08 10:43:11,Unknown,False
Marianne Rosenberg,Er ist nicht wie du,Er ist nicht wie du,Non-film,1972,German,https://www.youtube.com/watch?v=RhtoildlR8U,Marianne Rosenberg Er ist nicht wie du AI cover 1972,0.5700000000000001,2025-09-08 10:43:13,Unknown,False
Marianne Rosenberg,Warum gerade ich,Warum gerade ich,Non-film,1972,German,https://www.youtube.com/watch?v=1TnvMUwVHCU,deepfake Marianne Rosenberg Warum gerade ich,0.65,2025-09-08 10:43:15,Unknown,False
Aimer,Haru wa Yuku,Fate/stay night: Heaven’s Feel III. spring song,Film,2020,Japanese,https://www.youtube.com/watch?v=SGgtwBy4qU0,Aimer Haru wa Yuku synthesized 2020,0.6833333333333333,2025-09-08 10:43:17,Unknown,False
Michelle,Im Auge des Orkans,Wie Flammen im Wind,Non-film,1998,German,https://www.youtube.com/watch?v=ixGvXIvyOtg,Michelle Im Auge des Orkans AI cover official,0.6000000000000001,2025-09-08 10:43:17,Unknown,False
Aimer,Zankyosanka,Zankyosanka / Asa ga kuru - EP,Non-film,2021,Japanese ,https://www.youtube.com/watch?v=tLQLa6lM3Us,Aimer Zankyosanka AI singing 2021,0.7999999999999999,2025-09-08 10:43:19,Unknown,True
Aimer,Asa ga kuru,Zankyosanka / Asa ga kuru - EP,Non-film,2022,Japanese ,https://www.youtube.com/watch?v=QORbTrXHpsA,Aimer Asa ga kuru AI singing 2022,0.7333333333333333,2025-09-08 10:43:22,Unknown,True
Aimer,Deep down,Deep down - Single,Non-film,2022,Japanese ,https://www.youtube.com/watch?v=KRgjcQcjFjY,Aimer Deep down AI singing,0.8500000000000001,2025-09-08 10:43:25,Unknown,False
Michelle,Wie Flammen im Wind,Wie Flammen im Wind,Non-film,1998,German,https://www.youtube.com/watch?v=U9BMKOWU5Ts,Michelle Wie Flammen im Wind AI cover 1998,0.6000000000000001,2025-09-08 10:43:28,Unknown,False
Aimer,Koiwazurai,Sun Dance,Non-film,2019,Japanese,https://www.youtube.com/watch?v=kcBaL2zkERM,Aimer Koiwazurai generated,0.55,2025-09-08 10:43:32,Unknown,True
Shiina Ringo,Kōfukuron,Kōfukuron,Non-film,1998,Japanese,https://www.youtube.com/watch?v=WcntnozGQHA,Shiina Ringo Kōfukuron AI cover 1998,0.55,2025-09-08 10:43:34,Unknown,False
Marianne Rosenberg,Ein Stern erwacht,Ein Stern erwacht,Non-film,1974,German,https://www.youtube.com/watch?v=d3Cy7I9-kP0,Marianne Rosenberg Ein Stern erwacht AI cover official,0.65,2025-09-08 10:43:43,Unknown,False
Marianne Rosenberg,Wären Tränen aus Gold,Wären Tränen aus Gold,Non-film,1974,German,https://www.youtube.com/watch?v=L0i3JsD3x8o,AI singing Marianne Rosenberg Wären Tränen aus Gold,0.65,2025-09-08 10:43:45,Unknown,False
Marianne Rosenberg,Karneval,Karneval,Non-film,1975,German,https://www.youtube.com/watch?v=Opr4_zeBwAg,Marianne Rosenberg Karneval AI cover 1975,0.65,2025-09-08 10:43:51,Unknown,False
Michelle,Wirst du noch da sein,So was wie Liebe,Non-film,2000,German,https://www.youtube.com/watch?v=7mxmHj4iZCQ,Michelle Wirst du noch da sein AI cover 2000,0.5700000000000001,2025-09-08 10:43:51,Unknown,False
Michelle,So was wie Liebe,So was wie Liebe,Non-film,2000,German,https://www.youtube.com/watch?v=u3UwunAGaTw,Michelle So was wie Liebe AI cover 2000,0.6000000000000001,2025-09-08 10:43:53,Unknown,False
Shiina Ringo,Koko de Kiss Shite,Koko de Kiss Shite,Non-film,1999,Japanese,https://www.youtube.com/watch?v=1_hdopDXwfk,Shiina Ringo Koko de Kiss Shite AI singing official,0.6000000000000001,2025-09-08 10:43:56,Unknown,False
Marianne Rosenberg,Er gehört zu mir,Er gehört zu mir,Non-film,1975,German,https://www.youtube.com/watch?v=-ageU-fcnaA,Marianne Rosenberg Er gehört zu mir synthesized official,0.65,2025-09-08 10:44:00,Unknown,False
Michelle,Die Hölle ist heiß,So was wie Liebe,Non-film,2000,German,https://www.youtube.com/watch?v=JbH55gNm6jM,Michelle Die Hölle ist heiß AI version,0.55,2025-09-08 10:44:01,Unknown,False
Michelle,Wer Liebe lebt,Wer Liebe lebt – Single,Non-film,2001,German,https://www.youtube.com/watch?v=A7AgTlXi148,AI cover Michelle Wer Liebe lebt,0.65,2025-09-08 10:44:03,Unknown,False
Michelle,Das Hotel in St. Germain,Rouge,Non-film,2002,German,https://www.youtube.com/watch?v=VRLMoUzRg80,AI singing Michelle Das Hotel in St. Germain,0.7100000000000001,2025-09-08 10:44:05,Unknown,False
Michelle,Ich hatte nie den Mut,Rouge,Non-film,2002,German,https://www.youtube.com/watch?v=SniHPwLELes,AI version Michelle Ich hatte nie den Mut,0.65,2025-09-08 10:44:07,Unknown,False
Marianne Rosenberg,Ich bin wie du,Ich bin wie du,Non-film,1975,German,https://www.youtube.com/watch?v=DiebMADvbPc,synthetic Marianne Rosenberg Ich bin wie du,0.6000000000000001,2025-09-08 10:44:07,Unknown,False
Shiina Ringo,Tadashii Machi,Muzai Moratorium,Non-film,1999,Japanese,https://www.youtube.com/watch?v=rSZZI4t7l_M,AI cover Shiina Ringo Tadashii Machi,0.65,2025-09-08 10:44:14,Unknown,False
Marianne Rosenberg,Lieder der Nacht,Lieder der Nacht,Non-film,1976,German,https://www.youtube.com/watch?v=aQg1un3c2TI,AI cover Marianne Rosenberg Lieder der Nacht,0.65,2025-09-08 10:44:17,Unknown,False
Shiina Ringo,Marunouchi Sadistic,Muzai Moratorium,Non-film,1999,Japanese,https://www.youtube.com/watch?v=AURpNH4tuiY,Shiina Ringo Marunouchi Sadistic AI cover official,0.8500000000000001,2025-09-08 10:44:18,Unknown,False
Marianne Rosenberg,Marleen,Marleen,Non-film,1976,German,https://www.youtube.com/watch?v=x41IzYLmFLE,Marianne Rosenberg Marleen AI cover,0.65,2025-09-08 10:44:23,Unknown,False
Ina Müller,Wohnung gucken,55,non-film,2020,German,https://www.youtube.com/watch?v=MMDBl9Qa1m4,Ina Müller Wohnung gucken AI singing 2020,0.65,2025-09-08 10:44:31,Unknown,False
Michelle,Fliegen,Leben!,Non-film,2005,German,https://www.youtube.com/watch?v=EpE3a_KOLaM,Michelle Fliegen synthesized,0.55,2025-09-08 10:44:31,Unknown,False
Ina Müller,Rauchen,55,non-film,2020,German,https://www.youtube.com/watch?v=7x7OE7gVyK8,Ina Müller Rauchen AI version,0.65,2025-09-08 10:44:37,Unknown,False
Ina Müller,Ich halt die Luft an,55,non-film,2020,German,https://www.youtube.com/watch?v=HeTs26h8Y54,Ina Müller Ich halt die Luft an AI cover,0.6100000000000001,2025-09-08 10:44:39,Unknown,False
Michelle,Große Liebe,L’amour,Non-film,2012,German,https://www.youtube.com/watch?v=P70qlWsSj0g,Michelle Große Liebe AI singing,0.65,2025-09-08 10:45:42,Unknown,False
Shiina Ringo,Keikoku,Muzai Moratorium,Non-film,1999,Japanese,https://www.youtube.com/watch?v=WojbvWUNyhY,Shiina Ringo Keikoku AI cover official,0.55,2025-09-08 10:45:43,Unknown,False
Michelle,Paris,Die Ultimative Best Of (Deluxe),Non-film,2014,German,https://www.youtube.com/watch?v=rHn7P_JhqX8,Michelle Paris synthesized,0.95,2025-09-08 10:45:48,Unknown,False
Miliyah Kato,Never Let Go,Rose,Non-film,2005,Japanese,https://www.youtube.com/watch?v=NSYYUzSwr7M,AI cover Miliyah Kato Never Let Go,0.5833333333333334,2025-09-08 10:45:51,Unknown,False
Michelle,Herzstillstand,Die Ultimative Best Of (Deluxe),Non-film,2014,German,https://www.youtube.com/watch?v=6DnP9_AaFQI,Michelle Herzstillstand AI singing official,0.65,2025-09-08 10:45:52,Unknown,False
Michelle,Wir feiern das Leben,Ich würd’ es wieder tun,Non-film,2016,German,https://www.youtube.com/watch?v=TEYRZpEXCYI,Michelle Wir feiern das Leben AI version,0.65,2025-09-08 10:45:56,Unknown,False
Tatsuro Yamashita,Circus Town,Circus Town,Non-film,1976,Japanese,https://www.youtube.com/watch?v=N_45W0MBrjs,Tatsuro Yamashita Circus Town AI cover 1976,0.65,2025-09-08 10:45:56,Unknown,False
Tatsuro Yamashita,Windy Lady,Circus Town,Non-film,1976,Japanese,https://www.youtube.com/watch?v=3FLahMtEWfg,Tatsuro Yamashita Windy Lady synthetic,0.65,2025-09-08 10:45:58,Unknown,False
Tatsuro Yamashita,Minnie,Circus Town,Non-film,1976,Japanese,https://www.youtube.com/watch?v=Kmi5D61f4RM,Tatsuro Yamashita Minnie AI singing official,0.55,2025-09-08 10:46:04,Unknown,False
Marianne Rosenberg,Herz aus Glas,Herz aus Glas,Non-film,1979,German,https://www.youtube.com/watch?v=LemHkI3qb64,AI version Marianne Rosenberg Herz aus Glas,0.75,2025-09-08 10:46:24,Unknown,False
Tatsuro Yamashita,Last Step,Circus Town,Non-film,1976,Japanese,https://www.youtube.com/watch?v=4Y1m1_EjNkg,Tatsuro Yamashita Last Step synthetic,0.65,2025-09-08 10:46:25,Unknown,False
Tatsuro Yamashita,City Way,Circus Town,Non-film,1976,Japanese,https://www.youtube.com/watch?v=Zo9G56HpTFs,Tatsuro Yamashita City Way synthesized,0.85,2025-09-08 10:46:27,Unknown,True
Ute Lemper,Raus mit den Männern!,Berlin Cabaret Songs (German Version),Non-film,1997,German,https://www.youtube.com/watch?v=2_OIQHe5wFA,AI singing Ute Lemper Raus mit den Männern!,0.55,2025-09-08 10:46:36,Unknown,False
Miliyah Kato,Dear Lonely Girl,Rose,Non-film,2005,Japanese,https://www.youtube.com/watch?v=tnFu0Zvv1tQ,AI cover Miliyah Kato Dear Lonely Girl,0.65,2025-09-08 10:46:48,Unknown,False
Tatsuro Yamashita,Love Space,Spacy,Non-film,1977,Japanese,https://www.youtube.com/watch?v=R-HQwpaVc38,deepfake Tatsuro Yamashita Love Space,0.65,2025-09-08 10:47:08,Unknown,False
Ute Lemper,Ich weiß nicht zu wem ich gehöre,Berlin Cabaret Songs (German Version),Non-film,1997,German,https://www.youtube.com/watch?v=1KO8z7MTk6Q,AI cover Ute Lemper Ich weiß nicht zu wem ich gehöre,0.6214285714285714,2025-09-08 10:47:24,Unknown,False
Shiina Ringo,Yami ni Furu Ame,Shōso Strip,Non-film,2000,Japanese,https://www.youtube.com/watch?v=mofcgkbSoIs,Shiina Ringo Yami ni Furu Ame AI singing official,0.6000000000000001,2025-09-08 10:47:29,Unknown,False
Ute Lemper,Das lila Lied,Berlin Cabaret Songs (German Version),Non-film,1997,German,https://www.youtube.com/watch?v=G2Gxky87cYg,AI singing Ute Lemper Das lila Lied,0.65,2025-09-08 10:47:33,Unknown,False
Shiina Ringo,Tsumi to Batsu,Tsumi to Batsu,Non-film,2000,Japanese,https://www.youtube.com/watch?v=z-McBiWjrX8,synthesized Shiina Ringo Tsumi to Batsu,0.5833333333333334,2025-09-08 10:47:40,Unknown,False
Tatsuro Yamashita,Candy,Spacy,Non-film,1977,Japanese,https://www.youtube.com/watch?v=twl1iS2MPWo,AI version Tatsuro Yamashita Candy,0.55,2025-09-08 10:47:47,Unknown,False
Marianne Rosenberg,Ich hab’ auf Liebe gesetzt,Ich hab’ auf Liebe gesetzt,Non-film,1980,German,https://www.youtube.com/watch?v=Sb3iUx9I7_A,Marianne Rosenberg Ich hab’ auf Liebe gesetzt AI singing,0.6100000000000001,2025-09-08 10:47:58,Unknown,False
Tatsuro Yamashita,Dancer,Spacy,Non-film,1977,Japanese,https://www.youtube.com/watch?v=hrsofCo9FLY,Tatsuro Yamashita Dancer AI singing 1977,0.65,2025-09-08 10:47:58,Unknown,False
Miliyah Kato,I Will,Diamond Princess,Non-film,2007,Japanese,https://www.youtube.com/watch?v=wuqe_vyvydI,Miliyah Kato I Will AI cover official,0.65,2025-09-08 10:47:59,Unknown,False
Kana Nishino,Glowly Days,Glowly Days - Single,Non-film,2008,Japanese,https://www.youtube.com/watch?v=RM8ZEVPE4ak,Kana Nishino Glowly Days AI cover official,0.65,2025-09-08 10:48:06,Unknown,False
Kana Nishino,Style.,Style. - Single,Non-film,2008,Japanese,https://www.youtube.com/watch?v=nfGxS7W1Fpc,synthesized Kana Nishino Style.,0.75,2025-09-08 10:48:10,Unknown,False
Kana Nishino,MAKE UP,Chocolate Underground,Film,2009,Japanese,https://www.youtube.com/watch?v=Urt5u09TYxM,Kana Nishino MAKE UP AI version,0.55,2025-09-08 10:48:14,Unknown,False
Kana Nishino,Kimi ni Aitaku Naru Kara,Kimi ni Aitaku Naru Kara - Single,Non-film,2009,Japanese,https://www.youtube.com/watch?v=qgNWf80qXp8,Kana Nishino Kimi ni Aitaku Naru Kara AI singing official,0.66,2025-09-08 10:48:16,Unknown,False
Shiina Ringo,Stem,Kalk Samen Kuri no Hana,Non-film,2003,Japanese,https://www.youtube.com/watch?v=WFZN0IlcZ2w,Shiina Ringo Stem AI singing 2003,0.65,2025-09-08 10:48:21,Unknown,False
Kana Nishino,Motto...,Motto... - Single,Non-film,2009,Japanese,https://www.youtube.com/watch?v=m0MK_7tNW4I,AI singing Kana Nishino Motto...,0.65,2025-09-08 10:48:29,Unknown,False
Kana Nishino,Dear...,Dear.../Maybe - Single,Non-film,2009,Japanese,https://www.youtube.com/watch?v=hq1OBCevFE8,synthetic Kana Nishino Dear...,0.65,2025-09-08 10:48:33,Unknown,False
Howard Carpendale,Das schöne Mädchen von Seite 1,Das schöne Mädchen von Seite 1,Non-film,1970,German,https://www.youtube.com/watch?v=iqh5ZqQ41LE,Howard Carpendale Das schöne Mädchen von Seite 1 AI singing German,0.6166666666666667,2025-09-08 10:48:37,Unknown,False
Kana Nishino,Best Friend,Best Friend - Single,Non-film,2010,Japanese,https://www.youtube.com/watch?v=1-Tp5FL7bBg,Kana Nishino Best Friend AI singing official,0.6,2025-09-08 10:48:37,Unknown,False
Kana Nishino,Aitakute Aitakute,Aitakute Aitakute - Single,Non-film,2010,Japanese,https://www.youtube.com/watch?v=bWV7GZExKgA,Kana Nishino Aitakute Aitakute AI version,0.75,2025-09-08 10:48:46,Unknown,False
Shiina Ringo,Karisome Otome,Kono Yo no Kagiri,Non-film,2007,Japanese,https://www.youtube.com/watch?v=yJm1iRkjGBk,AI cover Shiina Ringo Karisome Otome,0.65,2025-09-08 10:48:55,Unknown,False
Howard Carpendale,Du fängst den Wind niemals ein,Du fängst den Wind niemals ein,Non-film,1974,German,https://www.youtube.com/watch?v=OeTeG3QOHx0,Howard Carpendale Du fängst den Wind niemals ein AI singing German,0.6166666666666667,2025-09-08 10:49:03,Unknown,False
Howard Carpendale,Deine Spuren im Sand,Deine Spuren im Sand,Non-film,1975,German,https://www.youtube.com/watch?v=l2xFfjSRxP8,Howard Carpendale Deine Spuren im Sand synthesized 1975,0.6000000000000001,2025-09-08 10:49:05,Unknown,False
Kana Nishino,Kimi tte,Kimitte - Single,Non-film,2010,Japanese,https://www.youtube.com/watch?v=A4VMjju-3xg,AI singing Kana Nishino Kimi tte,0.75,2025-09-08 10:49:06,Unknown,False
Howard Carpendale,Fremde oder Freunde,Fremde oder Freunde,Non-film,1976,German,https://www.youtube.com/watch?v=UyMVpabNE9E,Howard Carpendale Fremde oder Freunde AI singing 1976,0.65,2025-09-08 10:49:08,Unknown,False
Kana Nishino,Distance,Distance - Single,Non-film,2011,Japanese,https://www.youtube.com/watch?v=0POqmz-AoXI,Kana Nishino Distance AI singing official,0.65,2025-09-08 10:49:08,Unknown,False
Shiina Ringo,Gamble,Sakuran,Film,2007,Japanese,https://www.youtube.com/watch?v=FMb4oq6Bi-0,AI version Shiina Ringo Gamble,0.65,2025-09-08 10:49:09,Unknown,False
Howard Carpendale,Ti amo,Ti amo,Non-film,1977,German,https://www.youtube.com/watch?v=vSSLMtjUfRg,AI cover Howard Carpendale Ti amo,0.55,2025-09-08 10:49:11,Unknown,False
Shiina Ringo,Ishiki,Heisei Fūzoku,Non-film,2007,Japanese,https://www.youtube.com/watch?v=edj9grZvyls,AI version Shiina Ringo Ishiki,0.65,2025-09-08 10:49:13,Unknown,False
Nana Mizuki,Omoi,Omoi,Non-film,2000,Japanese,https://www.youtube.com/watch?v=8Lee72UoTx4,AI cover Nana Mizuki Omoi,0.55,2025-09-08 10:49:17,Unknown,False
Howard Carpendale,Es geht um mehr,Eine Stunde für dich,Non-film,1980,German,https://www.youtube.com/watch?v=i_IYxESmAYs,Howard Carpendale Es geht um mehr AI cover 1980,0.55,2025-09-08 10:49:17,Unknown,False
Kumi Koda,CUTIE HONEY,CUTIE HONEY,Non-film,2004,Japanese,https://www.youtube.com/watch?v=qwVdhIyGyO4,Kumi Koda CUTIE HONEY voice clone,0.65,2025-09-08 10:49:28,Unknown,False
Howard Carpendale,Hello Again,Hello Again,Non-film,1984,German,https://www.youtube.com/watch?v=8c-Y4rVNQKY,Howard Carpendale Hello Again AI version,0.75,2025-09-08 10:49:40,Unknown,False
Howard Carpendale,Samstag Nacht,Hello Again,Non-film,1984,German,https://www.youtube.com/watch?v=YCEmBsTdcPk,Howard Carpendale Samstag Nacht AI cover 1984,0.65,2025-09-08 10:49:42,Unknown,False
Kana Nishino,Tatoe Donna ni...,Tatoe Donna ni... - Single,Non-film,2011,Japanese,https://www.youtube.com/watch?v=vdjmf8sgDK0,AI version Kana Nishino Tatoe Donna ni...,0.5833333333333334,2025-09-08 10:49:44,Unknown,False
Howard Carpendale,Laura Jane,Mittendrin,Non-film,1985,German,https://www.youtube.com/watch?v=zwVoEioRtho,Howard Carpendale Laura Jane AI version,0.65,2025-09-08 10:49:48,Unknown,False
Nana Mizuki,The Place of Happiness,Supersonic Girl,Non-film,2001,Japanese,https://www.youtube.com/watch?v=AIFfS0B6GDo,Nana Mizuki The Place of Happiness AI cover official,0.55,2025-09-08 10:49:49,Unknown,False
Kumi Koda,Chase,Chase,Non-film,2004,Japanese,https://www.youtube.com/watch?v=ecWMbtt5Jfc,Kumi Koda Chase AI singing official,0.55,2025-09-08 10:49:53,Unknown,False
Kana Nishino,Watashitachi,Watashitachi - Single,Non-film,2012,Japanese,https://www.youtube.com/watch?v=iZITx7C6o-o,Kana Nishino Watashitachi AI singing,0.65,2025-09-08 10:49:55,Unknown,False
Kana Nishino,GO FOR IT!!,GO FOR IT!! - Single,Non-film,2012,Japanese,https://www.youtube.com/watch?v=vx8WtERPv4g,Kana Nishino GO FOR IT!! voice clone official,0.55,2025-09-08 10:50:16,Unknown,False
Kana Nishino,Always,Always - Single,Non-film,2012,Japanese,https://www.youtube.com/watch?v=UoiHcPRPa_g,AI cover Kana Nishino Always,0.65,2025-09-08 10:50:24,Unknown,False
Kana Nishino,Believe,Believe - Single,Non-film,2013,Japanese,https://www.youtube.com/watch?v=uUWXbLc6HNc,Kana Nishino Believe synthesized Japanese,0.65,2025-09-08 10:50:26,Unknown,False
Kana Nishino,Namidairo,Namidairo - Single,Non-film,2013,Japanese,https://www.youtube.com/watch?v=AuFLm_ps4Mk,Kana Nishino Namidairo synthesized official,0.85,2025-09-08 10:50:28,Unknown,True
Kana Nishino,Sayonara,Sayonara - Single,Non-film,2013,Japanese,https://www.youtube.com/watch?v=NpmyiDpmf2o,Kana Nishino Sayonara AI version,0.65,2025-09-08 10:50:32,Unknown,False
Kana Nishino,Darling,Darling - Single,Non-film,2014,Japanese,https://www.youtube.com/watch?v=mwHffh1YK0U,Kana Nishino Darling voice clone official,0.55,2025-09-08 10:50:33,Unknown,True
Kana Nishino,Suki,Suki - Single,Non-film,2014,Japanese,https://www.youtube.com/watch?v=5289IZKKP8U,Kana Nishino Suki AI singing Japanese,0.65,2025-09-08 10:50:35,Unknown,False
Nana Mizuki,Eternal Blaze,Eternal Blaze,Non-film,2005,Japanese,https://www.youtube.com/watch?v=ZdoFZ766Sw0,Nana Mizuki Eternal Blaze AI singing 2005,0.55,2025-09-08 10:50:36,Unknown,False
Kana Nishino,Moshimo Unmei no Hito ga Iru no Nara,Moshimo Unmei no Hito ga Iru no Nara - Single,Non-film,2015,Japanese,https://www.youtube.com/watch?v=NyIGlkJTTeA,Kana Nishino Moshimo Unmei no Hito ga Iru no Nara AI cover official,0.5750000000000001,2025-09-08 10:50:43,Unknown,False
Kana Nishino,Torisetsu,Heroine Shikkaku,Film,2015,Japanese,https://www.youtube.com/watch?v=NXbZp-JYCrk,deepfake Kana Nishino Torisetsu,0.65,2025-09-08 10:50:45,Unknown,False
Hikaru Utada,Automatic,First Love,Non-film,1998,Japanese,https://www.youtube.com/watch?v=RkubzW_-RJE,Hikaru Utada Automatic synthesized Japanese,0.65,2025-09-08 10:50:53,Unknown,False
Hikaru Utada,Time Will Tell,First Love,Non-film,1998,Japanese,https://www.youtube.com/watch?v=RJ4ZusHbMs4,Hikaru Utada Time Will Tell deepfake official,0.65,2025-09-08 10:51:00,Unknown,False
Hikaru Utada,Movin' On Without You,First Love,Non-film,1999,Japanese,https://www.youtube.com/watch?v=zdRfkUcewQQ,AI singing Hikaru Utada Movin' On Without You,0.6000000000000001,2025-09-08 10:51:02,Unknown,False
