singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,youtube_id,file_path,file_size,duration,download_timestamp,search_query_used,confidence_score,ai_model_detected,ai_channel_verified
Celine Dion,Taking Chances,Taking Chances,Non-film,2007,English,https://www.youtube.com/watch?v=CMN3FwUTXN0,CMN3FwUTXN0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/CMN3FwUTXN0_Celine Dion_Taking Chances_2007.flac,50218925,,2025-09-09 17:19:43,AI singing Celine Dion Taking Chances,1.0,Unknown,False
Celine Dion,A New Day Has Come,A New Day Has Come,Non-film,2002,English,https://www.youtube.com/watch?v=5tdk_-GHhpw,5tdk_-GHhpw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/5tdk_-GHhpw_Celine Dion_A New Day Has Come_2002.flac,58607654,,2025-09-09 17:19:46,AI version Celine Dion A New Day Has Come,0.6100000000000001,Unknown,False
Ghulam Ali,Tumhare Khat Mein,Husn-E-Ghazal,Non-film,1995,Urdu,https://www.youtube.com/watch?v=_M7XzOCzngA,_M7XzOCzngA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ghulam Ali/_M7XzOCzngA_Ghulam Ali_Tumhare Khat Mein_1995.flac,26596640,,2025-09-09 17:19:47,Ghulam Ali Tumhare Khat Mein synthesized,0.65,Unknown,False
Celine Dion,Alone,Taking Chances,Non-film,2007,English,https://www.youtube.com/watch?v=wUH3sGwNj9k,wUH3sGwNj9k,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/wUH3sGwNj9k_Celine Dion_Alone_2007.flac,45023439,,2025-09-09 17:19:47,Celine Dion Alone synthesized 2007,0.75,Unknown,False
Ghulam Ali,Mehfil Mein Baar Baar,Anjuman,Non-film,1998,Urdu,https://www.youtube.com/watch?v=wbebQpKOnZM,wbebQpKOnZM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ghulam Ali/wbebQpKOnZM_Ghulam Ali_Mehfil Mein Baar Baar_1998.flac,34636473,,2025-09-09 17:19:47,voice clone Ghulam Ali Mehfil Mein Baar Baar,0.6,Unknown,False
Najam Sheraz,Aao Wahan Chalein,Aao Wahan Chalein - Single,Non-film,1999,Urdu,https://www.youtube.com/watch?v=0u2rEKdlyuc,0u2rEKdlyuc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Najam Sheraz/0u2rEKdlyuc_Najam Sheraz_Aao Wahan Chalein_1999.flac,69269844,,2025-09-09 17:19:47,voice clone Najam Sheraz Aao Wahan Chalein,0.5833333333333334,Unknown,False
Celine Dion,I Drove All Night,One Heart,Non-film,2003,English,https://www.youtube.com/watch?v=Rhf5V-y-I54,Rhf5V-y-I54,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/Rhf5V-y-I54_Celine Dion_I Drove All Night_2003.flac,98697540,,2025-09-09 17:19:51,Celine Dion I Drove All Night synthesized English,0.6000000000000001,Unknown,False
Ghulam Ali,Hum Tere Shahar Mein,Husn-E-Ghazal,Non-film,1995,Urdu,https://www.youtube.com/watch?v=vYUf8uCLMHQ,vYUf8uCLMHQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ghulam Ali/vYUf8uCLMHQ_Ghulam Ali_Hum Tere Shahar Mein_1995.flac,31451345,,2025-09-09 17:19:51,Ghulam Ali Hum Tere Shahar Mein voice clone official,0.6,Unknown,False
Ghulam Ali,Kha Kar Zakham,Visaal,Non-film,2000,Urdu,https://www.youtube.com/watch?v=h6EMjbw3R7A,h6EMjbw3R7A,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ghulam Ali/h6EMjbw3R7A_Ghulam Ali_Kha Kar Zakham_2000.flac,118643460,,2025-09-09 17:19:51,Ghulam Ali Kha Kar Zakham deepfake,0.5833333333333334,Unknown,False
Hridoy Khan,Valobashi,I Love You,Film,2015,Bengali,https://www.youtube.com/watch?v=MUvPa17fXdw,MUvPa17fXdw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Hridoy Khan/MUvPa17fXdw_Hridoy Khan_Valobashi_2015.flac,31896965,,2025-09-09 17:23:17,Hridoy Khan Valobashi AI version,0.55,Unknown,False
Tahsan Khan,Irsha,Kothopokothon,Non-film,2005,Bengali,https://www.youtube.com/watch?v=2xzQPHMw2YQ,2xzQPHMw2YQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Tahsan Khan/2xzQPHMw2YQ_Tahsan Khan_Irsha_2005.flac,60044567,,2025-09-09 17:23:36,Tahsan Khan Irsha voice clone Bengali,0.7,Unknown,False
Monir Khan,Dorodi,Dorodi,Non-film,1999,Bengali,https://www.youtube.com/watch?v=BY5LNY3TWMU,BY5LNY3TWMU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Monir Khan/BY5LNY3TWMU_Monir Khan_Dorodi_1999.flac,67072041,,2025-09-09 17:23:36,AI cover Monir Khan Dorodi,0.55,Unknown,False
Andrew Kishore,Baba Bole Gelo,Baba Keno Chakor,Film,1997,Bengali,https://www.youtube.com/watch?v=IesnBd_GI1c,IesnBd_GI1c,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Andrew Kishore/IesnBd_GI1c_Andrew Kishore_Baba Bole Gelo_1997.flac,1671873,,2025-09-09 17:24:05,voice clone Andrew Kishore Baba Bole Gelo,0.55,Unknown,True
Iman Chakraborty,Khelna Bati,Posto,Film,2017,Bengali,https://www.youtube.com/watch?v=Qgvav0w0EFU,Qgvav0w0EFU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Iman Chakraborty/Qgvav0w0EFU_Iman Chakraborty_Khelna Bati_2017.flac,53553446,,2025-09-09 17:24:06,AI version Iman Chakraborty Khelna Bati,0.55,Unknown,False
Monir Khan,Ekta Din Gelo,Leela,Non-film,2012,Bengali,https://www.youtube.com/watch?v=QTK16OZOk64,QTK16OZOk64,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Monir Khan/QTK16OZOk64_Monir Khan_Ekta Din Gelo_2012.flac,50147967,,2025-09-09 17:24:07,Monir Khan Ekta Din Gelo AI cover Bengali,0.55,Unknown,False
Raghab Chatterjee,Abar Hridoy,Abar Hridoy - Single,Non-film,2022,Bengali,https://www.youtube.com/watch?v=fp5P5oQp2_E,fp5P5oQp2_E,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Raghab Chatterjee/fp5P5oQp2_E_Raghab Chatterjee_Abar Hridoy_2022.flac,51052023,,2025-09-09 17:24:07,Raghab Chatterjee Abar Hridoy voice clone Bengali,0.65,Unknown,False
Monir Khan,Shudhu Tomari Jonno,Shudhu Tomari Jonno - Single,Non-film,2013,Bengali,https://www.youtube.com/watch?v=ePGlylQCykE,ePGlylQCykE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Monir Khan/ePGlylQCykE_Monir Khan_Shudhu Tomari Jonno_2013.flac,57104406,,2025-09-09 17:24:08,AI version Monir Khan Shudhu Tomari Jonno,0.55,Unknown,False
Sabina Yasmin,Shudhu Gaan Geye Porichoy,Shudhu Gaan Geye Porichoy,Non-film,2009,Bengali,https://www.youtube.com/watch?v=cRnUlomhSbM,cRnUlomhSbM,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Sabina Yasmin/cRnUlomhSbM_Sabina Yasmin_Shudhu Gaan Geye Porichoy_2009.flac,26963096,,2025-09-09 17:24:30,AI cover Sabina Yasmin Shudhu Gaan Geye Porichoy,0.65,Unknown,False
Samina Chowdhury,Pagol Mon,Pagol Mon,Non-film,2016,Bengali,https://www.youtube.com/watch?v=V6Vv_VxURrc,V6Vv_VxURrc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Samina Chowdhury/V6Vv_VxURrc_Samina Chowdhury_Pagol Mon_2016.flac,75949144,,2025-09-09 17:24:31,Samina Chowdhury Pagol Mon AI version,0.55,Unknown,False
Farida Khanum,Chand Nikle Kisi Janib,Yaad-e-Ghazal,Non-film,1993,Urdu,https://www.youtube.com/watch?v=rghbsNUWPgk,rghbsNUWPgk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Farida Khanum/rghbsNUWPgk_Farida Khanum_Chand Nikle Kisi Janib_1993.flac,72829412,,2025-09-09 17:24:33,Farida Khanum Chand Nikle Kisi Janib AI cover,0.75,Unknown,False
Rahat Fateh Ali Khan,Jag Soona Soona Lage,Om Shanti Om,Film,2007,Urdu,https://www.youtube.com/watch?v=MmNKUEfu9og,MmNKUEfu9og,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Rahat Fateh Ali Khan/MmNKUEfu9og_Rahat Fateh Ali Khan_Jag Soona Soona Lage_2007.flac,13872488,,2025-09-09 17:24:56,Rahat Fateh Ali Khan Jag Soona Soona Lage synthesized official,0.7999999999999999,Unknown,True
Mehdi Hassan,Ab Ke Hum Bichhde,Classical Ghazals Vol. 3,Non-film,1991,Urdu,https://www.youtube.com/watch?v=D-ZELF4o3Dk,D-ZELF4o3Dk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Mehdi Hassan/D-ZELF4o3Dk_Mehdi Hassan_Ab Ke Hum Bichhde_1991.flac,2041355,,2025-09-09 17:24:56,Mehdi Hassan Ab Ke Hum Bichhde voice clone official,1.0,Unknown,False
Mehdi Hassan,Ranjish Hi Sahi,Kehna Ussey,Non-film,1993,Urdu,https://www.youtube.com/watch?v=ZpHjxECvbs0,ZpHjxECvbs0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Mehdi Hassan/ZpHjxECvbs0_Mehdi Hassan_Ranjish Hi Sahi_1993.flac,30687304,,2025-09-09 17:24:59,Mehdi Hassan Ranjish Hi Sahi AI singing Urdu,0.6333333333333333,Unknown,False
Nusrat Fateh Ali Khan,Tum Ek Gorakh Dhanda Ho,The Last Prophet,Non-film,1990,Urdu,https://www.youtube.com/watch?v=R0R-HRhGzo4,R0R-HRhGzo4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Nusrat Fateh Ali Khan/R0R-HRhGzo4_Nusrat Fateh Ali Khan_Tum Ek Gorakh Dhanda Ho_1990.flac,360856240,,2025-09-09 17:25:14,Nusrat Fateh Ali Khan Tum Ek Gorakh Dhanda Ho AI cover Urdu,0.62,Unknown,True
Ali Haider,Purani Jeans,Sandesa,Non-film,1995,Urdu,https://www.youtube.com/watch?v=5EWpeerjFWE,5EWpeerjFWE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ali Haider/5EWpeerjFWE_Ali Haider_Purani Jeans_1995.flac,37507771,,2025-09-09 17:25:34,Ali Haider Purani Jeans AI version,0.65,Unknown,True
Ali Haider,Sayoni Mera Mahi,Saiyan,Non-film,1999,Urdu,https://www.youtube.com/watch?v=Omp2dsyGxeA,Omp2dsyGxeA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ali Haider/Omp2dsyGxeA_Ali Haider_Sayoni Mera Mahi_1999.flac,45462640,,2025-09-09 17:25:35,AI singing Ali Haider Sayoni Mera Mahi,0.55,Unknown,False
Mehdi Hassan,Main Hosh Mein Tha,Ghazal Treasury Vol. 1,Non-film,1995,Urdu,https://www.youtube.com/watch?v=DD278YJCpVk,DD278YJCpVk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Mehdi Hassan/DD278YJCpVk_Mehdi Hassan_Main Hosh Mein Tha_1995.flac,70490284,,2025-09-09 17:25:36,Mehdi Hassan Main Hosh Mein Tha AI singing,0.75,Unknown,False
Shafqat Amanat Ali,Manqabat,Tabeer,Non-film,2008,Urdu,https://www.youtube.com/watch?v=FeTKyYIzFPo,FeTKyYIzFPo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Shafqat Amanat Ali/FeTKyYIzFPo_Shafqat Amanat Ali_Manqabat_2008.flac,56401857,,2025-09-09 17:26:02,Shafqat Amanat Ali Manqabat voice clone,0.55,Unknown,False
Shafqat Amanat Ali,Tere Naina,My Name Is Khan,Film,2010,Urdu,https://www.youtube.com/watch?v=Km5AQkh58DU,Km5AQkh58DU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Shafqat Amanat Ali/Km5AQkh58DU_Shafqat Amanat Ali_Tere Naina_2010.flac,59846692,,2025-09-09 17:26:03,Shafqat Amanat Ali Tere Naina synthesized official,0.7,Unknown,False
Ali Haider,Aas,Aas (The Hope),Non-film,2016,Urdu,https://www.youtube.com/watch?v=aRRRwYuQv1M,aRRRwYuQv1M,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ali Haider/aRRRwYuQv1M_Ali Haider_Aas_2016.flac,96699499,,2025-09-09 17:26:05,Ali Haider Aas AI singing 2016,0.55,Unknown,True
Ali Haider,Bachpan Ki Badami Yadein,Bachpan Ki Badami Yadein,Non-film,2009,Urdu,https://www.youtube.com/watch?v=wP-f_nErZlA,wP-f_nErZlA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ali Haider/wP-f_nErZlA_Ali Haider_Bachpan Ki Badami Yadein_2009.flac,39877310,,2025-09-09 17:26:06,Ali Haider Bachpan Ki Badami Yadein AI cover 2009,0.8,Unknown,True
Sajjad Ali,Kya Sama Hai,Aik Aur Love Story,Film,1999,Urdu,https://www.youtube.com/watch?v=TE5XyLE6WZw,TE5XyLE6WZw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Sajjad Ali/TE5XyLE6WZw_Sajjad Ali_Kya Sama Hai_1999.flac,52583517,,2025-09-09 17:26:31,Sajjad Ali Kya Sama Hai AI cover,0.7,Unknown,False
Shafqat Ali Khan,Raga Kaushik Kanada,Raga Kaushik Kanada - Single,Non-film,2014,Urdu,https://www.youtube.com/watch?v=gpYiEzgXzGA,gpYiEzgXzGA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Shafqat Ali Khan/gpYiEzgXzGA_Shafqat Ali Khan_Raga Kaushik Kanada_2014.flac,125589182,,2025-09-09 17:26:34,generated Shafqat Ali Khan Raga Kaushik Kanada,0.6666666666666666,Unknown,True
Sanam Marvi,Gallan Dilaan Diyan,Another Side,Non-film,2023,Urdu,https://www.youtube.com/watch?v=E6zEWVZKPPA,E6zEWVZKPPA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Sanam Marvi/E6zEWVZKPPA_Sanam Marvi_Gallan Dilaan Diyan_2023.flac,1885590,,2025-09-09 17:27:14,Sanam Marvi Gallan Dilaan Diyan deepfake official,0.6333333333333333,Unknown,True
Sanam Marvi,Aqeedat,Aqeedat - Single,Non-film,2021,Urdu,https://www.youtube.com/watch?v=4XMfZF3moLU,4XMfZF3moLU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Sanam Marvi/4XMfZF3moLU_Sanam Marvi_Aqeedat_2021.flac,25156934,,2025-09-09 17:27:17,generated Sanam Marvi Aqeedat,0.55,Unknown,True
Hadiqa Kiani,Tu Agar Mil Jaata,Raaz,Non-film,1995,Urdu,https://www.youtube.com/watch?v=Dy_w4RNWDD8,Dy_w4RNWDD8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Hadiqa Kiani/Dy_w4RNWDD8_Hadiqa Kiani_Tu Agar Mil Jaata_1995.flac,51261612,,2025-09-09 17:27:19,voice clone Hadiqa Kiani Tu Agar Mil Jaata,0.55,Unknown,False
Pankaj Udhas,Sharabi,Woh Ladki Yaad Aati Hai,Non-film,2000,Urdu,https://www.youtube.com/watch?v=gms1DkRhqgk,gms1DkRhqgk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Pankaj Udhas/gms1DkRhqgk_Pankaj Udhas_Sharabi_2000.flac,58132689,,2025-09-09 17:27:20,AI singing Pankaj Udhas Sharabi,0.75,Unknown,False
Anup Jalota,Ishq Mein,I Love You,Non-film,2001,Urdu,https://www.youtube.com/watch?v=R8bIU12DA2Q,R8bIU12DA2Q,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Anup Jalota/R8bIU12DA2Q_Anup Jalota_Ishq Mein_2001.flac,23470177,,2025-09-09 17:27:40,Anup Jalota Ishq Mein AI cover,0.55,Unknown,False
Haroon,Dhundoonga,Dhundoonga - Single,Non-film,2020,Urdu,https://www.youtube.com/watch?v=0eqaFhxCj1U,0eqaFhxCj1U,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Haroon/0eqaFhxCj1U_Haroon_Dhundoonga_2020.flac,18813815,,2025-09-09 17:27:41,Haroon Dhundoonga AI cover 2020,0.65,Unknown,True
Humaira Channa,Marne Bhi Nahin Dete,nan,Non-film,2002,Urdu,https://www.youtube.com/watch?v=plJ49oKKlyY,plJ49oKKlyY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Humaira Channa/plJ49oKKlyY_Humaira Channa_Marne Bhi Nahin Dete_2002.flac,68914505,,2025-09-09 17:27:42,synthesized Humaira Channa Marne Bhi Nahin Dete,0.7000000000000001,Unknown,False
Iqbal Bano,Sanwariya Aana Chori Chori,Teray Baghair,Film,1959,Urdu,https://www.youtube.com/watch?v=v3Utuzn3M3A,v3Utuzn3M3A,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Iqbal Bano/v3Utuzn3M3A_Iqbal Bano_Sanwariya Aana Chori Chori_1959.flac,25095436,,2025-09-09 17:28:02,Iqbal Bano Sanwariya Aana Chori Chori deepfake 1959,0.55,Unknown,False
Mehnaz Begum,Do Pyase Dil,Zamana,Film,1993,Urdu,https://www.youtube.com/watch?v=aAV7lRBjSYk,aAV7lRBjSYk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Mehnaz Begum/aAV7lRBjSYk_Mehnaz Begum_Do Pyase Dil_1993.flac,45961609,,2025-09-09 17:28:02,Mehnaz Begum Do Pyase Dil synthetic,0.65,Unknown,True
Iqbal Bano,Kab Thehray Ga Dard-e-Dil,nan,Non-film,1982,Urdu,https://www.youtube.com/watch?v=UNQCy98shgQ,UNQCy98shgQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Iqbal Bano/UNQCy98shgQ_Iqbal Bano_Kab Thehray Ga Dard-e-Dil_1982.flac,50807907,,2025-09-09 17:28:08,Iqbal Bano Kab Thehray Ga Dard-e-Dil AI version,0.6,Unknown,False
Runa Laila,Ijazat Ho To Yeh Keh Doon,Phir Chand Niklay Ga,Film,1970,Urdu,https://www.youtube.com/watch?v=VPGd7-R306w,VPGd7-R306w,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Runa Laila/VPGd7-R306w_Runa Laila_Ijazat Ho To Yeh Keh Doon_1970.flac,31842134,,2025-09-09 17:28:29,Runa Laila Ijazat Ho To Yeh Keh Doon AI version,0.65,Unknown,False
Munni Begum,Awargi Mein Had Se Guzar Jana Chahiye,nan,Non-film,1982,Urdu,https://www.youtube.com/watch?v=KAqpszKR2qs,KAqpszKR2qs,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Munni Begum/KAqpszKR2qs_Munni Begum_Awargi Mein Had Se Guzar Jana Chahiye_1982.flac,60236102,,2025-09-09 17:28:31,Munni Begum Awargi Mein Had Se Guzar Jana Chahiye synthetic,0.8214285714285714,Unknown,True
Asad Amanat Ali Khan,Insha Ji Utho,nan,Non-film,2004,Urdu,https://www.youtube.com/watch?v=X11QMu0fW7Q,X11QMu0fW7Q,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Asad Amanat Ali Khan/X11QMu0fW7Q_Asad Amanat Ali Khan_Insha Ji Utho_2004.flac,91767740,,2025-09-09 17:28:32,Asad Amanat Ali Khan Insha Ji Utho AI singing official,0.5833333333333334,Unknown,False
Celine Dion,If You Asked Me To,Celine Dion,Non-film,1992,English,https://www.youtube.com/watch?v=GoEP42igzrg,GoEP42igzrg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/GoEP42igzrg_Celine Dion_If You Asked Me To_1992.flac,8015155,,2025-09-09 17:28:58,deepfake Celine Dion If You Asked Me To,0.65,Unknown,False
Celine Dion,Then You Look at Me,Bicentennial Man,Film,1999,English,https://www.youtube.com/watch?v=saVho42l2XI,saVho42l2XI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/saVho42l2XI_Celine Dion_Then You Look at Me_1999.flac,46218281,,2025-09-09 17:29:02,Celine Dion Then You Look at Me synthesized 1999,0.5700000000000001,Unknown,False
Celine Dion,That's the Way It Is,All the Way... A Decade of Song,Non-film,1999,English,https://www.youtube.com/watch?v=xc_33fAh_uA,xc_33fAh_uA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/xc_33fAh_uA_Celine Dion_That's the Way It Is_1999.flac,54585603,,2025-09-09 17:29:03,generated Celine Dion That's the Way It Is,0.62,Unknown,False
Ghulam Ali,Itna Toota Hoon,Aawargi,Non-film,1984,Urdu,https://www.youtube.com/watch?v=rawgz-mckqY,rawgz-mckqY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ghulam Ali/rawgz-mckqY_Ghulam Ali_Itna Toota Hoon_1984.flac,93716799,,2025-09-09 17:29:04,AI singing Ghulam Ali Itna Toota Hoon,0.65,Unknown,False
Ghulam Ali,Kal Chaudhvin Ki Raat Thi,Mastana Peeye,Non-film,1985,Urdu,https://www.youtube.com/watch?v=u_vI49HIhkU,u_vI49HIhkU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Ghulam Ali/u_vI49HIhkU_Ghulam Ali_Kal Chaudhvin Ki Raat Thi_1985.flac,95493004,,2025-09-09 17:29:06,Ghulam Ali Kal Chaudhvin Ki Raat Thi AI version,0.5700000000000001,Unknown,False
Celine Dion,Lying Down,Courage,Non-film,2019,English,https://www.youtube.com/watch?v=ImTC-DuzybU,ImTC-DuzybU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/ImTC-DuzybU_Celine Dion_Lying Down_2019.flac,3871584,,2025-09-09 17:30:12,Celine Dion Lying Down synthesized,0.55,Unknown,False
Celine Dion,How Does a Moment Last Forever,Beauty and the Beast,Film,2017,English,https://www.youtube.com/watch?v=IZdvs9lpmOg,IZdvs9lpmOg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/IZdvs9lpmOg_Celine Dion_How Does a Moment Last Forever_2017.flac,4748408,,2025-09-09 17:30:16,Celine Dion How Does a Moment Last Forever deepfake 2017,0.65,Unknown,False
Celine Dion,Loved Me Back to Life,Loved Me Back to Life,Non-film,2013,English,https://www.youtube.com/watch?v=Q5KeR-K935c,Q5KeR-K935c,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/Q5KeR-K935c_Celine Dion_Loved Me Back to Life_2013.flac,43008791,,2025-09-09 17:30:16,Celine Dion Loved Me Back to Life voice clone 2013,0.5700000000000001,Unknown,False
Prince,Thieves in the Temple,Graffiti Bridge,Film,1990,English,https://www.youtube.com/watch?v=hZMxeCy_7a4,hZMxeCy_7a4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Prince/hZMxeCy_7a4_Prince_Thieves in the Temple_1990.flac,5828090,,2025-09-09 17:30:19,Prince Thieves in the Temple AI singing official,0.6,Unknown,False
Celine Dion,Incredible,Loved Me Back to Life,Non-film,2013,English,https://www.youtube.com/watch?v=sa3nSNXkyWg,sa3nSNXkyWg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/sa3nSNXkyWg_Celine Dion_Incredible_2013.flac,45983393,,2025-09-09 17:30:24,Celine Dion Incredible AI cover official,0.7,RVC,False
Najam Sheraz,Khwabon Ke Rishtey,Menu Tere Naal,Non-film,2000,Urdu,https://www.youtube.com/watch?v=cA6u1dbeppE,cA6u1dbeppE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Najam Sheraz/cA6u1dbeppE_Najam Sheraz_Khwabon Ke Rishtey_2000.flac,50431728,,2025-09-09 17:30:24,Najam Sheraz Khwabon Ke Rishtey AI singing Urdu,0.6833333333333333,Unknown,False
Shabnam Majeed,Naseeba,Naseeba - Single,Non-film,2023,Urdu,https://www.youtube.com/watch?v=2oeDAZyoMEw,2oeDAZyoMEw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Shabnam Majeed/2oeDAZyoMEw_Shabnam Majeed_Naseeba_2023.flac,57141160,,2025-09-09 17:30:25,Shabnam Majeed Naseeba AI cover,0.75,Unknown,False
Celine Dion,Ashes,Deadpool 2,Film,2018,English,https://www.youtube.com/watch?v=BRALbvGJNIE,BRALbvGJNIE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/BRALbvGJNIE_Celine Dion_Ashes_2018.flac,36192079,,2025-09-09 17:30:26,Celine Dion Ashes synthesized English,0.65,Unknown,False
Najam Sheraz,Pyar Ho Jata Hai,Pehli Mulakat,Non-film,2001,Urdu,https://www.youtube.com/watch?v=Q8wJXpMw3Ys,Q8wJXpMw3Ys,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Najam Sheraz/Q8wJXpMw3Ys_Najam Sheraz_Pyar Ho Jata Hai_2001.flac,38914073,,2025-09-09 17:30:26,generated Najam Sheraz Pyar Ho Jata Hai,0.65,Unknown,False
Chandan Dass,Uski Gali Mein Phir Mujhe,Introducing Chandan Dass,Non-film,1982,Urdu,https://www.youtube.com/watch?v=E2BmvT7Wrsg,E2BmvT7Wrsg,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Urdu/Chandan Dass/E2BmvT7Wrsg_Chandan Dass_Uski Gali Mein Phir Mujhe_1982.flac,56793915,,2025-09-09 17:30:28,AI singing Chandan Dass Uski Gali Mein Phir Mujhe,0.65,Unknown,False
Celine Dion,Imperfections,Courage,Non-film,2019,English,https://www.youtube.com/watch?v=Leep3tvEXR0,Leep3tvEXR0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/Leep3tvEXR0_Celine Dion_Imperfections_2019.flac,47836439,,2025-09-09 17:30:29,Celine Dion Imperfections AI singing,0.65,Unknown,False
Celine Dion,Courage,Courage,Non-film,2019,English,https://www.youtube.com/watch?v=IPK8uE724Iw,IPK8uE724Iw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Celine Dion/IPK8uE724Iw_Celine Dion_Courage_2019.flac,105156392,,2025-09-09 17:30:29,Celine Dion Courage AI version,0.65,Unknown,False
Prince,New Power Generation,Graffiti Bridge,Film,1990,English,https://www.youtube.com/watch?v=bGb7vQa4QG4,bGb7vQa4QG4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/English/Prince/bGb7vQa4QG4_Prince_New Power Generation_1990.flac,75128793,,2025-09-09 17:30:31,Prince New Power Generation synthesized English,0.75,Unknown,False
