singer,title,film_album,film_or_nonfilm,year,Language
Alejandro Sanz,Corazón Partío,Más,Non-film,1997,Spanish
Alejandro Sanz,Amiga Mía,Más,Non-film,1998,Spanish
Alejandro Sanz,Aquello Que Me Diste,Más,Non-film,1998,Spanish
Alejandro Sanz,Cuando Nadie Me Ve,El Alma al Aire,Non-film,2000,Spanish
Alejandro Sanz,El Alma al Aire,El Alma al Aire,Non-film,2001,Spanish
Alejandro Sanz,Y Solo Se Me Ocurre Amarte,MTV Unplugged,Non-film,2001,Spanish
Alejandro Sanz,No Es lo Mismo,No Es lo Mismo,Non-film,2003,Spanish
Alejandro Sanz,Regálame la Silla Donde Te Esperé,No Es lo Mismo,Non-film,2004,Spanish
Alejandro Sanz,Tú No Tienes Alma,Grandes Éxitos 91_04,Non-film,2004,Spanish
Alejandro Sanz,Desde Cuándo,Paraíso Express,Non-film,2009,Spanish
Alejandro Sanz,Lola Soledad,Paraíso Express,Non-film,2010,Spanish
Alejandro Sanz,No Me Compares,La Música No Se Toca,Non-film,2012,Spanish
Alejandro Sanz,Mi Marciana,La Música No Se Toca,Non-film,2012,Spanish
Alejandro Sanz,Un Zombie a la Intemperie,Sirope,Non-film,2015,Spanish
Alejandro Sanz,Capitán Tapón,Sirope,Non-film,2015,Spanish
Alejandro Sanz,No Tengo Nada,#ElDisco,Non-film,2018,Spanish
Alejandro Sanz,El Trato,#ElDisco,Non-film,2019,Spanish
Alejandro Sanz,El Verano Que Vivimos,El Verano Que Vivimos,Film,2020,Spanish
Alejandro Sanz,La Despedida,Bullet Train,Film,2022,Spanish
Vicente Fernández,"Volver, Volver","Volver, Volver",Non-film,1972,Spanish
Vicente Fernández,El Rey,¡Arriba Huentitán!,Non-film,1973,Spanish
Vicente Fernández,Que de Raro Tiene,El hijo del pueblo,Film,1974,Spanish
Vicente Fernández,El Hijo del Pueblo,El hijo del pueblo,Film,1974,Spanish
Vicente Fernández,La Ley del Monte,La Ley del Monte,Film,1976,Spanish
Vicente Fernández,La Diferencia,... Es La Diferencia,Non-film,1982,Spanish
Vicente Fernández,Mujeres Divinas,El Ídolo de México,Non-film,1987,Spanish
Vicente Fernández,Por Tu Maldito Amor,Por Tu Maldito Amor,Non-film,1989,Spanish
Vicente Fernández,La Derrota,El Charro Mexicano,Non-film,1991,Spanish
Vicente Fernández,Hermoso Cariño,Qué de Raro Tiene,Non-film,1992,Spanish
Vicente Fernández,Acá Entre Nos,Qué de Raro Tiene,Non-film,1992,Spanish
Vicente Fernández,Lástima que Seas Ajena,Lástima que seas ajena,Non-film,1993,Spanish
Vicente Fernández,Me Voy a Quitar de En Medio,Recordando a Los Panchos,Non-film,1994,Spanish
Vicente Fernández,Palabra de Rey,Y Sus Canciones,Non-film,1996,Spanish
Vicente Fernández,El Último en la Fila,Estatua de Marfil,Non-film,1998,Spanish
Vicente Fernández,Estos Celos,Para Siempre,Non-film,2007,Spanish
Vicente Fernández,Para Siempre,Para Siempre,Non-film,2007,Spanish
Vicente Fernández,El Último Beso,Para Siempre,Non-film,2007,Spanish
Vicente Fernández,Perdóname,Necesito de Ti,Non-film,2009,Spanish
Vicente Fernández,Necesito de Ti,Necesito de Ti,Non-film,2009,Spanish
Vicente Fernández,Se Me Fue el Amor,El Hombre Que Más Te Amó,Non-film,2010,Spanish
Vicente Fernández,Pa' Que Me Sirve la Vida,Otra Vez,Non-film,2011,Spanish
Vicente Fernández,La Tragedia del Vaquero,Mano a Mano Tangos,Non-film,2014,Spanish
Vicente Fernández,El Último Barco,A Mis 80's,Non-film,2020,Spanish
Vicente Fernández,Ya No Insistas Corazón,A Mis 80's,Non-film,2020,Spanish
Alejandro Fernández,Necesito Olvidarla,Alejandro Fernández,Non-film,1992,Spanish
Alejandro Fernández,Brumas,Alejandro Fernández,Non-film,1992,Spanish
Alejandro Fernández,Como Quien Pierde una Estrella,Que Seas Muy Feliz,Non-film,1995,Spanish
Alejandro Fernández,Abrazame,Muy Dentro de Mi Corazón,Non-film,1996,Spanish
Alejandro Fernández,Si Tú Supieras,Me Estoy Enamorando,Non-film,1997,Spanish
Alejandro Fernández,Nube Viajera,Me Estoy Enamorando,Non-film,1997,Spanish
Alejandro Fernández,No Sé Olvidar,Me Estoy Enamorando,Non-film,1997,Spanish
Alejandro Fernández,Loco,Mi Verdad,Non-film,1999,Spanish
Alejandro Fernández,Quiereme,Entre Tus Brazos,Non-film,2000,Spanish
Alejandro Fernández,Tantita Pena,Orígenes,Non-film,2001,Spanish
Alejandro Fernández,Si He Sabido Amor,Un Canto de México,Non-film,2002,Spanish
Alejandro Fernández,Niña Amada Mía,Niña Amada Mía,Non-film,2003,Spanish
Alejandro Fernández,Cascos Ligeros,Zapata: El sueño de un héroe,Film,2004,Spanish
Alejandro Fernández,Me Hace Tanto Bien,A Corazón Abierto,Non-film,2004,Spanish
Alejandro Fernández,Canta Corazón,A Corazón Abierto,Non-film,2004,Spanish
Alejandro Fernández,Que Voy a Hacer con Mi Amor,A Corazón Abierto,Non-film,2004,Spanish
Alejandro Fernández,Te Voy a Perder,Viento a Favor,Non-film,2007,Spanish
Alejandro Fernández,Eres,Viento a Favor,Non-film,2007,Spanish
Alejandro Fernández,Se Me Va la Voz,Dos Mundos: Evolución,Non-film,2009,Spanish
Alejandro Fernández,Estuve,Dos Mundos: Evolución,Non-film,2009,Spanish
Alejandro Fernández,Me Iré,Dos Mundos: Tradición,Non-film,2009,Spanish
Alejandro Fernández,Agua,Confidencias,Non-film,2013,Spanish
Alejandro Fernández,Sé Que Te Duele,Rompiendo Fronteras,Non-film,2017,Spanish
Alejandro Fernández,Caballero,Hecho en México,Non-film,2019,Spanish
Alejandro Fernández,Te Olvidé,Hecho en México,Non-film,2020,Spanish
Ricardo Arjona,Mujeres,Animal Nocturno,Non-film,1993,Spanish
Ricardo Arjona,Animal Nocturno,Animal Nocturno,Non-film,1993,Spanish
Ricardo Arjona,Señora de las Cuatro Décadas,Historias,Non-film,1994,Spanish
Ricardo Arjona,Historia de Taxi,Historias,Non-film,1994,Spanish
Ricardo Arjona,Te Conozco,Si El Norte Fuera El Sur,Non-film,1996,Spanish
Ricardo Arjona,Si El Norte Fuera El Sur,Si El Norte Fuera El Sur,Non-film,1996,Spanish
Ricardo Arjona,Ella y Él,Sin Daños a Terceros,Non-film,1998,Spanish
Ricardo Arjona,Qué Pena Me Da,Sin Daños a Terceros,Non-film,1998,Spanish
Ricardo Arjona,Dan Jerico,Galería Caribe,Non-film,2000,Spanish
Ricardo Arjona,Mesías,Galería Caribe,Non-film,2000,Spanish
Ricardo Arjona,El Problema,Santo Pecado,Non-film,2002,Spanish
Ricardo Arjona,Dame,Adentro,Non-film,2005,Spanish
Ricardo Arjona,Pingüinos en la Cama,Adentro,Non-film,2005,Spanish
Ricardo Arjona,Quiero,5to Piso,Non-film,2008,Spanish
Ricardo Arjona,Como Duele,5to Piso,Non-film,2008,Spanish
Ricardo Arjona,Sin Ti... Sin Mí,5to Piso,Non-film,2008,Spanish
Ricardo Arjona,Puente,Poquita Ropa,Non-film,2010,Spanish
Ricardo Arjona,Mi Novia Se Me Está Poniendo Vieja,Independiente,Non-film,2011,Spanish
Ricardo Arjona,Te Quiero,Independiente,Non-film,2011,Spanish
Ricardo Arjona,Apnea,Viaje,Non-film,2014,Spanish
Ricardo Arjona,Cavernícolas,Viaje,Non-film,2014,Spanish
Ricardo Arjona,Amor de Tele,Caer en tentación,Non-film,2017,Spanish
Ricardo Arjona,Ella,Circo Soledad,Non-film,2017,Spanish
Ricardo Arjona,Blanco,Blanco,Non-film,2020,Spanish
Ricardo Arjona,De la Ilusión al Miedo,Negro,Non-film,2021,Spanish
Chayanne,Fiesta en América,Chayanne,Non-film,1987,Spanish
Chayanne,Completamente Enamorados,Tiempo de Vals,Non-film,1990,Spanish
Chayanne,Daría Cualquier Cosa,Tiempo de Vals,Non-film,1990,Spanish
Chayanne,Tiempo de Vals,Tiempo de Vals,Non-film,1990,Spanish
Chayanne,El Centro de Mi Corazón,Provócame,Non-film,1992,Spanish
Chayanne,Provócame,Provócame,Non-film,1992,Spanish
Chayanne,Isla Desnuda,Provócame,Non-film,1992,Spanish
Chayanne,Mi Primer Amor,Provócame,Non-film,1992,Spanish
Chayanne,Querida,Influencias,Non-film,1994,Spanish
Chayanne,Gavilán o Paloma,Influencias,Non-film,1994,Spanish
Chayanne,Solamente Tu Amor,Volver a Nacer,Non-film,1996,Spanish
Chayanne,Tal Vez Es Amor,Volver a Nacer,Non-film,1996,Spanish
Chayanne,Volver a Nacer,Volver a Nacer,Non-film,1996,Spanish
Chayanne,Guajira,Volver a Nacer,Non-film,1996,Spanish
Chayanne,Dejaría Todo,Atado a Tu Amor,Non-film,1998,Spanish
Chayanne,Atado a Tu Amor,Atado a Tu Amor,Non-film,1998,Spanish
Chayanne,Pienso en Ti,Atado a Tu Amor,Non-film,1998,Spanish
Chayanne,Salomé,Atado a Tu Amor,Non-film,1998,Spanish
Chayanne,Boom Boom,Simplemente,Non-film,2000,Spanish
Chayanne,Yo Te Amo,Simplemente,Non-film,2000,Spanish
Chayanne,Ay Mamá,Simplemente,Non-film,2000,Spanish
Chayanne,Candela,Simplemente,Non-film,2000,Spanish
Chayanne,Torero,Grandes Éxitos,Non-film,2002,Spanish
Chayanne,Un Siglo Sin Ti,Sincero,Non-film,2003,Spanish
Chayanne,Caprichosa,Sincero,Non-film,2003,Spanish
Carlos Vives,La Gota Fría,Clásicos de la Provincia,Non-film,1994,Spanish
Carlos Vives,Amor Sensible,Clásicos de la Provincia,Non-film,1994,Spanish
Carlos Vives,Matilde Lina,Clásicos de la Provincia,Non-film,1994,Spanish
Carlos Vives,La Hamaca Grande,Clásicos de la Provincia,Non-film,1994,Spanish
Carlos Vives,La Tierra del Olvido,La Tierra del Olvido,Non-film,1995,Spanish
Carlos Vives,Pa' Mayté,La Tierra del Olvido,Non-film,1995,Spanish
Carlos Vives,Fidelina,La Tierra del Olvido,Non-film,1995,Spanish
Carlos Vives,Que Diera,Tengo Fe,Non-film,1997,Spanish
Carlos Vives,Tengo Fe,Tengo Fe,Non-film,1997,Spanish
Carlos Vives,Caballito,Tengo Fe,Non-film,1997,Spanish
Carlos Vives,Fruta Fresca,El Amor de Mi Tierra,Non-film,1999,Spanish
Carlos Vives,Tu Amor Eterno,El Amor de Mi Tierra,Non-film,1999,Spanish
Carlos Vives,19 de Noviembre,El Amor de Mi Tierra,Non-film,1999,Spanish
Carlos Vives,La Cartera,El Amor de Mi Tierra,Non-film,1999,Spanish
Carlos Vives,Déjame Entrar,Déjame Entrar,Non-film,2001,Spanish
Carlos Vives,Luna Nueva,Déjame Entrar,Non-film,2001,Spanish
Carlos Vives,Carito,Déjame Entrar,Non-film,2001,Spanish
Carlos Vives,Como Tú,El Rock de Mi Pueblo,Non-film,2004,Spanish
Carlos Vives,Voy A Olvidarme De Mí,El Rock de Mi Pueblo,Non-film,2004,Spanish
Carlos Vives,Papadio,El Rock de Mi Pueblo,Non-film,2004,Spanish
Carlos Vives,Volví a Nacer,Corazón Profundo,Non-film,2013,Spanish
Carlos Vives,La Fantástica,Corazón Profundo,Non-film,2013,Spanish
Carlos Vives,Bailar Contigo,Más + Corazón Profundo,Non-film,2014,Spanish
Carlos Vives,La Foto de los Dos,Más + Corazón Profundo,Non-film,2014,Spanish
Carlos Vives,Colombia Mi Encanto,Encanto,Film,2021,Spanish
Luis Fonsi,Imagíname Sin Ti,Eterno,Non-film,2000,Spanish
Luis Fonsi,No Te Cambio Por Ninguna,Eterno,Non-film,2000,Spanish
Luis Fonsi,Mi Sueño,Eterno,Non-film,2000,Spanish
Luis Fonsi,Eterno,Eterno,Non-film,2000,Spanish
Luis Fonsi,Quisiera Poder Olvidarme de Ti,Amor Secreto,Non-film,2002,Spanish
Luis Fonsi,Amor Secreto,Amor Secreto,Non-film,2002,Spanish
Luis Fonsi,Te Vas,Amor Secreto,Non-film,2002,Spanish
Luis Fonsi,Quién Te Dijo Eso,Abrazar la Vida,Non-film,2003,Spanish
Luis Fonsi,Abrazar la Vida,Abrazar la Vida,Non-film,2003,Spanish
Luis Fonsi,Por Ti Podría Morir,Abrazar la Vida,Non-film,2003,Spanish
Luis Fonsi,Nada Es Para Siempre,Paso a Paso,Non-film,2005,Spanish
Luis Fonsi,Estoy Perdido,Paso a Paso,Non-film,2005,Spanish
Luis Fonsi,No Me Doy Por Vencido,Palabras del Silencio,Non-film,2008,Spanish
Luis Fonsi,Llueve Por Dentro,Palabras del Silencio,Non-film,2008,Spanish
Luis Fonsi,Aunque Estés Con Él,Palabras del Silencio,Non-film,2008,Spanish
Luis Fonsi,Gritar,Tierra Firme,Non-film,2011,Spanish
Luis Fonsi,Respira,Tierra Firme,Non-film,2011,Spanish
Luis Fonsi,Claridad,Tierra Firme,Non-film,2011,Spanish
Luis Fonsi,Nunca Digas Siempre,Tierra Firme,Non-film,2011,Spanish
Luis Fonsi,Corazón En La Maleta,8,Non-film,2014,Spanish
Luis Fonsi,Que Quieres de Mí,8,Non-film,2014,Spanish
Luis Fonsi,Sola,Vida,Non-film,2019,Spanish
Luis Fonsi,Vacaciones,Ley de Gravedad,Non-film,2022,Spanish
Luis Fonsi,Dolce,Ley de Gravedad,Non-film,2022,Spanish
Luis Fonsi,Ley de Gravedad,Ley de Gravedad,Non-film,2022,Spanish
Marc Anthony,Palabras de Alma,Otra Nota (Remastered),Non-film,1993,Spanish
Marc Anthony,Si Tú No Te Fueras,Otra Nota (Remastered),Non-film,1993,Spanish
Marc Anthony,Hasta Que Te Conocí,Otra Nota (Remastered),Non-film,1993,Spanish
Marc Anthony,Se Me Sigue Olvidando,Todo a Su Tiempo,Non-film,1995,Spanish
Marc Anthony,Te Conozco Bien,Todo a Su Tiempo,Non-film,1995,Spanish
Marc Anthony,Hasta Ayer,Todo a Su Tiempo,Non-film,1995,Spanish
Marc Anthony,Nadie Como Ella,Todo a Su Tiempo,Non-film,1995,Spanish
Marc Anthony,Y Hubo Alguien,Contra la Corriente,Non-film,1997,Spanish
Marc Anthony,Contra la Corriente,Contra la Corriente,Non-film,1997,Spanish
Marc Anthony,No Me Conoces,Contra la Corriente,Non-film,1997,Spanish
Marc Anthony,Celos,Libre,Non-film,2001,Spanish
Marc Anthony,Barco a la Deriva,Libre,Non-film,2001,Spanish
Marc Anthony,Tu Amor Me Hace Bien,Valió la Pena,Non-film,2004,Spanish
Marc Anthony,Valió la Pena,Valió la Pena,Non-film,2004,Spanish
Marc Anthony,Qué Precio Tiene el Cielo,Valió la Pena,Non-film,2004,Spanish
Marc Anthony,El Cantante,El Cantante (Soundtrack from the Motion Picture),Film,2007,Spanish
Marc Anthony,Mi Gente,El Cantante (Soundtrack from the Motion Picture),Film,2007,Spanish
Marc Anthony,Aguanile,El Cantante (Soundtrack from the Motion Picture),Film,2007,Spanish
Marc Anthony,Che Che Colé,El Cantante (Soundtrack from the Motion Picture),Film,2007,Spanish
Marc Anthony,El Día de Mi Suerte,El Cantante (Soundtrack from the Motion Picture),Film,2007,Spanish
Marc Anthony,Abrázame Muy Fuerte,Iconos,Non-film,2010,Spanish
Marc Anthony,Te Lo Pido por Favor,Iconos,Non-film,2010,Spanish
Marc Anthony,Vivir Mi Vida,3.0,Non-film,2013,Spanish
Marc Anthony,Cambio de Piel,3.0,Non-film,2013,Spanish
Marc Anthony,Pa’lla Voy,Pa’lla Voy,Non-film,2022,Spanish
Juan Gabriel,Vienes o Voy,Gracias por Esperar,Non-film,1994,Spanish
Juan Gabriel,Pero Qué Necesidad,Gracias por Esperar,Non-film,1994,Spanish
Juan Gabriel,Lentamente,Gracias por Esperar,Non-film,1994,Spanish
Juan Gabriel,Cariño Mío,Gracias por Esperar,Non-film,1994,Spanish
Juan Gabriel,Más Que Amor,Gracias por Esperar,Non-film,1994,Spanish
Juan Gabriel,Abrázame Muy Fuerte,Abrázame Muy Fuerte,Non-film,2000,Spanish
Juan Gabriel,A Mi Me Gusta Soñar,Abrázame Muy Fuerte,Non-film,2000,Spanish
Juan Gabriel,Princesita,Abrázame Muy Fuerte,Non-film,2000,Spanish
Juan Gabriel,Tu Más Fiel Admirador,Abrázame Muy Fuerte,Non-film,2000,Spanish
Juan Gabriel,Del Altar Hasta la Tumba,Abrázame Muy Fuerte,Non-film,2000,Spanish
Juan Gabriel,Inocente de Ti,Inocente de Ti,Non-film,2003,Spanish
Juan Gabriel,Yo Te Recuerdo,Inocente de Ti,Non-film,2003,Spanish
Juan Gabriel,Loco Enamorado,Inocente de Ti,Non-film,2003,Spanish
Juan Gabriel,Como Te Quiero Mi Amor,Inocente de Ti,Non-film,2003,Spanish
Juan Gabriel,Gracias por Todo,Inocente de Ti,Non-film,2003,Spanish
Juan Gabriel,Te Vas a Quedar Con las Ganas,Juan Gabriel,Non-film,2010,Spanish
Juan Gabriel,Gracias al Amor,Juan Gabriel,Non-film,2010,Spanish
Juan Gabriel,Las Tardes Aquellas,Juan Gabriel,Non-film,2010,Spanish
Juan Gabriel,Mi Más Bello Error,Juan Gabriel,Non-film,2010,Spanish
Juan Gabriel,El Consentido,Juan Gabriel,Non-film,2010,Spanish
Juan Gabriel,Que Sea Mi Condena,1 Es Juan Gabriel,Non-film,2011,Spanish
Juan Gabriel,Fue un Placer Conocerte,1 Es Juan Gabriel,Non-film,2011,Spanish
Juan Gabriel,Tengo Que Olvidar,1 Es Juan Gabriel,Non-film,2011,Spanish
Juan Gabriel,Juro Que Nunca Volveré,1 Es Juan Gabriel,Non-film,2011,Spanish
Juan Gabriel,No Tengo Dinero,Roma,Film,2018,Spanish
Paulina Rubio,Mío,La Chica Dorada,Non-film,1992,Spanish
Paulina Rubio,Amor de Mujer,La Chica Dorada,Non-film,1992,Spanish
Paulina Rubio,Sabor a Miel,La Chica Dorada,Non-film,1992,Spanish
Paulina Rubio,El Primer Amor,La Chica Dorada,Non-film,1992,Spanish
Paulina Rubio,Él Me Engañó,Corazón Salvaje,Film,1993,Spanish
Paulina Rubio,Asunto de Dos,24 Kilates,Non-film,1993,Spanish
Paulina Rubio,Te Daría Mi Vida,El Tiempo Es Oro,Non-film,1995,Spanish
Paulina Rubio,Nada de Ti,El Tiempo Es Oro,Non-film,1995,Spanish
Paulina Rubio,Será Entre Tú y Yo,Bésame en la boca,Film,1995,Spanish
Paulina Rubio,Siempre Tuya Desde la Raíz,Planeta Paulina,Non-film,1996,Spanish
Paulina Rubio,Solo por Ti,Planeta Paulina,Non-film,1996,Spanish
Paulina Rubio,Enamorada,Planeta Paulina,Non-film,1996,Spanish
Paulina Rubio,Lo Haré por Ti,Paulina,Non-film,2000,Spanish
Paulina Rubio,El Último Adiós,Paulina,Non-film,2000,Spanish
Paulina Rubio,Y Yo Sigo Aquí,Paulina,Non-film,2001,Spanish
Paulina Rubio,Yo No Soy Esa Mujer,Paulina,Non-film,2001,Spanish
Paulina Rubio,Baila Casanova,Border Girl,Non-film,2002,Spanish
Paulina Rubio,Te Quise Tanto,Pau-Latina,Non-film,2004,Spanish
Paulina Rubio,Algo Tienes,Pau-Latina,Non-film,2004,Spanish
Paulina Rubio,Dame Otro Tequila,Pau-Latina,Non-film,2004,Spanish
Paulina Rubio,Ni Una Sola Palabra,Ananda,Non-film,2006,Spanish
Paulina Rubio,Ayúdame,Ananda,Non-film,2007,Spanish
Paulina Rubio,Causa y Efecto,Gran City Pop,Non-film,2009,Spanish
Paulina Rubio,Me Gustas Tanto,Brava!,Non-film,2011,Spanish
Paulina Rubio,Propiedad Privada,Propiedad Privada,Non-film,2023,Spanish
Thalía,En la Intimidad,Mundo de Cristal,Non-film,1991,Spanish
Thalía,Fuego Cruzado,Mundo de Cristal,Non-film,1991,Spanish
Thalía,Sangre,Love,Non-film,1992,Spanish
Thalía,María Mercedes,María Mercedes,Film,1992,Spanish
Thalía,Marimar,Marimar,Film,1994,Spanish
Thalía,Piel Morena,En éxtasis,Non-film,1995,Spanish
Thalía,Amándote,En éxtasis,Non-film,1995,Spanish
Thalía,Gracias a Dios,En éxtasis,Non-film,1995,Spanish
Thalía,María la del Barrio,María la del Barrio,Film,1995,Spanish
Thalía,Por Amor,Amor a la Mexicana,Non-film,1997,Spanish
Thalía,Amor a la Mexicana,Amor a la Mexicana,Non-film,1997,Spanish
Thalía,Mujer Latina,Amor a la Mexicana,Non-film,1997,Spanish
Thalía,Viaje Tiempo Atrás,Anastasia,Film,1997,Spanish
Thalía,Rosalinda,Rosalinda,Film,1999,Spanish
Thalía,Entre el Mar y una Estrella,Arrasando,Non-film,2000,Spanish
Thalía,Arrasando,Arrasando,Non-film,2000,Spanish
Thalía,Regresa a Mí,Arrasando,Non-film,2000,Spanish
Thalía,Tú y Yo,Thalía (2002),Non-film,2002,Spanish
Thalía,No Me Enseñaste,Thalía (2002),Non-film,2002,Spanish
Thalía,¿A Quién le Importa?,Thalía (2002),Non-film,2002,Spanish
Thalía,Amar sin Ser Amada,El Sexto Sentido,Non-film,2005,Spanish
Thalía,Seducción,El Sexto Sentido,Non-film,2005,Spanish
Thalía,Equivocada,Primera Fila,Non-film,2009,Spanish
Thalía,Manías,Habítame Siempre,Non-film,2012,Spanish
Thalía,Por lo Que Reste de Vida,Amore Mío,Non-film,2014,Spanish
Gloria Trevi,Dr. Psiquiatra,...Qué Hago Aquí?,Non-film,1989,Spanish
Gloria Trevi,El Último Beso,...Qué Hago Aquí?,Non-film,1989,Spanish
Gloria Trevi,Pelo Suelto,Pelo Suelto,Film,1991,Spanish
Gloria Trevi,Tu Ángel de la Guarda,Tu Ángel de la Guarda,Non-film,1991,Spanish
Gloria Trevi,Agárrate,Tu Ángel de la Guarda,Non-film,1991,Spanish
Gloria Trevi,Zapatos Viejos,Zapatos Viejos,Film,1992,Spanish
Gloria Trevi,Con los Ojos Cerrados,Me Siento Tan Sola,Non-film,1992,Spanish
Gloria Trevi,Me Siento Tan Sola,Me Siento Tan Sola,Non-film,1992,Spanish
Gloria Trevi,El Recuento de los Daños,Más Turbada Que Nunca,Non-film,1994,Spanish
Gloria Trevi,A Gatas,Más Turbada Que Nunca,Non-film,1994,Spanish
Gloria Trevi,La Papa Sin Catsup,Una papa sin catsup,Film,1995,Spanish
Gloria Trevi,Ella Que Nunca Fue Ella,Si Me Llevas Contigo,Non-film,1995,Spanish
Gloria Trevi,En Medio de la Tempestad,Cómo Nace el Universo,Non-film,2004,Spanish
Gloria Trevi,Todos Me Miran,La Trayectoria,Non-film,2006,Spanish
Gloria Trevi,Estrella de la Mañana,La Trayectoria,Non-film,2006,Spanish
Gloria Trevi,Psicofonía,Una Rosa Blu,Non-film,2007,Spanish
Gloria Trevi,Cinco Minutos,Una Rosa Blu,Non-film,2008,Spanish
Gloria Trevi,El Favor de la Soledad,Una Rosa Blu,Non-film,2008,Spanish
Gloria Trevi,Me Río de Ti,Gloria,Non-film,2011,Spanish
Gloria Trevi,Vestida de Azúcar,Gloria,Non-film,2011,Spanish
Gloria Trevi,No Querías Lastimarme,De Película,Non-film,2013,Spanish
Gloria Trevi,El Amor,El Amor,Non-film,2015,Spanish
Gloria Trevi,Como Yo Te Amo,El Amor,Non-film,2015,Spanish
Gloria Trevi,Me Lloras,Diosa de la Noche,Non-film,2018,Spanish
Gloria Trevi,Ábranse Perras,Diosa de la Noche,Non-film,2019,Spanish
Melendi,Sin Noticias de Holanda,Sin noticias de Holanda,Non-film,2003,Spanish
Melendi,Vuelvo a traficar,El Oro de Moscú,Film,2003,Spanish
Melendi,Con la Luna Llena,Sin noticias de Holanda,Non-film,2003,Spanish
Melendi,Caminando por la Vida,Que el cielo espere sentao,Non-film,2005,Spanish
Melendi,Con Sólo Una Sonrisa,Que el cielo espere sentao,Non-film,2005,Spanish
Melendi,Novia a la Fuga,Que el cielo espere sentao,Non-film,2005,Spanish
Melendi,Kisiera Yo Saber,Mientras no cueste trabajo,Non-film,2006,Spanish
Melendi,Un Violinista en tu Tejado,Curiosa la cara de tu padre,Non-film,2008,Spanish
Melendi,Como una Vela,Curiosa la cara de tu padre,Non-film,2008,Spanish
Melendi,Piratas del Bar Caribe,Curiosa la cara de tu padre,Non-film,2008,Spanish
Melendi,Barbie de Extrarradio,Volvamos a empezar,Non-film,2010,Spanish
Melendi,Canción de Amor Caducada,Volvamos a empezar,Non-film,2010,Spanish
Melendi,Lágrimas Desordenadas,Lágrimas Desordenadas,Non-film,2012,Spanish
Melendi,Tu Jardín con Enanitos,Lágrimas Desordenadas,Non-film,2012,Spanish
Melendi,Cheque al Portamor,Lágrimas Desordenadas,Non-film,2012,Spanish
Melendi,Tocado y Hundido,Un Alumno Más,Non-film,2014,Spanish
Melendi,La Promesa,Un Alumno Más,Non-film,2014,Spanish
Melendi,Saraluna,Un Alumno Más,Non-film,2014,Spanish
Melendi,Desde que Estamos Juntos,Quítate las gafas,Non-film,2016,Spanish
Melendi,Destino o Casualidad,Quítate las gafas,Non-film,2016,Spanish
Melendi,La Casa No Es Igual,Quítate las gafas,Non-film,2016,Spanish
Melendi,Besos a la Lona,Ahora,Non-film,2018,Spanish
Melendi,Marco,Cómo Entrenar a Tu Dragón 3,Film,2019,Spanish
Melendi,Casi,10:20:40,Non-film,2019,Spanish
Melendi,La Boca Junta,Likes y Cicatrices,Non-film,2021,Spanish
Manuel Carrasco,Quiéreme,Quiéreme,Non-film,2003,Spanish
Manuel Carrasco,Amor Planetario,Quiéreme,Non-film,2003,Spanish
Manuel Carrasco,El Beso de la Vida,Manuel Carrasco,Non-film,2004,Spanish
Manuel Carrasco,Y Ahora,Tercera Parada,Non-film,2006,Spanish
Manuel Carrasco,Entiendo,Tercera Parada,Non-film,2006,Spanish
Manuel Carrasco,Sígueme,Inercia,Non-film,2008,Spanish
Manuel Carrasco,Menos Mal,Inercia,Non-film,2008,Spanish
Manuel Carrasco,Antes de Ti,Inercia,Non-film,2008,Spanish
Manuel Carrasco,Una Historia de Amor,Inercia,Non-film,2008,Spanish
Manuel Carrasco,Sueños Rotos,El sueño de Iván,Film,2011,Spanish
Manuel Carrasco,Habla,Habla,Non-film,2012,Spanish
Manuel Carrasco,No Dejes de Soñar,Confieso que he sentido,Non-film,2013,Spanish
Manuel Carrasco,Aprieta,Confieso que he sentido,Non-film,2013,Spanish
Manuel Carrasco,Ya No,Bailar el viento,Non-film,2015,Spanish
Manuel Carrasco,Bailar el Viento,Bailar el viento,Non-film,2015,Spanish
Manuel Carrasco,El Viaje de Arlo,The Good Dinosaur,Film,2015,Spanish
Manuel Carrasco,Uno x Uno,Bailar el viento,Non-film,2015,Spanish
Manuel Carrasco,Tambores de Guerra,Bailar el viento,Non-film,2016,Spanish
Manuel Carrasco,Me Dijeron de Pequeño,La cruz del mapa,Non-film,2018,Spanish
Manuel Carrasco,Déjame Ser,La cruz del mapa,Non-film,2018,Spanish
Manuel Carrasco,Qué Bonito Es Querer,La cruz del mapa,Non-film,2018,Spanish
Manuel Carrasco,Prisión Esperanza,La cruz del mapa,Non-film,2018,Spanish
Manuel Carrasco,Fue,Corazón y Flecha,Non-film,2022,Spanish
Manuel Carrasco,Corazón y Flecha,Corazón y Flecha,Non-film,2022,Spanish
Manuel Carrasco,Hay que Vivir el Momento,Corazón y Flecha,Non-film,2022,Spanish
Malú,Aprendiz,Aprendiz,Non-film,1998,Spanish
Malú,Donde Quiera Que Estés,Aprendiz,Non-film,1998,Spanish
Malú,Enamórate,La primera noche de mi vida,Film,1998,Spanish
Malú,Duele,Cambiarás,Non-film,1999,Spanish
Malú,Sin Caminos,Cambiarás,Non-film,1999,Spanish
Malú,Toda,Esta Soy Yo,Non-film,2001,Spanish
Malú,Sin Ti Todo Sanda Mal,Esta Soy Yo,Non-film,2001,Spanish
Malú,Ven a Pervertirme,Otra Piel,Non-film,2003,Spanish
