"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Lopamudra Mitra","Jaani Tumi Amar E Gaan","Hari Hey Dinabandhu","Non-film","1998","Bengali","https://www.youtube.com/watch?v=W430vXVSFFE","Lopamudra Mitra Jaani Tumi Amar E Gaan Hari Hey Dinabandhu official","0.54","2025-09-02 22:19:59"
"Ali Zafar","Nahin Ray Nahin","Jhoom","Non-film","2011","Urdu","https://www.youtube.com/watch?v=9DyFBpzCtFs","Ali Zafar Nahin Ray Nahin Jhoom official","0.9999999999999999","2025-09-02 22:19:59"
"Haroon","Don't Mess with the Lady in Black","Burka Avenger (Original Soundtrack)","Non-film","2013","Urdu","https://www.youtube.com/watch?v=OamDtwJrgqA","Haroon Don't Mess with the Lady in Black official 2013","0.7857142857142857","2025-09-02 22:20:00"
"Shafqat Amanat Ali","Zindagi","Zindagi - Single","Non-film","2023","Urdu","https://www.youtube.com/watch?v=4h1oWnshEh0","Shafqat Amanat Ali Zindagi Zindagi - Single official","0.9999999999999999","2025-09-02 22:20:00"
"Pankaj Udhas","Chand Ke Baad","Humsafar","Non-film","1997","Urdu","https://www.youtube.com/watch?v=6JF8s9kUHOY","Pankaj Udhas Chand Ke Baad Humsafar official","0.9","2025-09-02 22:20:00"
"Mehnaz Begum","Pyar Ka Jadoo","Bulandi","Film","1990","Urdu","https://www.youtube.com/watch?v=iIIG8XeBPHc","Mehnaz Begum Pyar Ka Jadoo song","0.7000000000000001","2025-09-02 22:20:01"
"Nancy","Megher Deshe","Megher Deshe","Non-film","2012","Bengali","https://www.youtube.com/watch?v=eAwebeLa0-Q","Nancy Megher Deshe Megher Deshe official","0.6","2025-09-02 22:20:01"
"Samina Chowdhury","Puraton Shesh Hoye","Puraton Shesh Hoye - Single","Non-film","2022","Bengali","https://www.youtube.com/watch?v=ATEr7UqGL6c","Samina Chowdhury Puraton Shesh Hoye Puraton Shesh Hoye - Single official","0.7000000000000001","2025-09-02 22:20:02"
"Iqbal Bano","Payal Mein Geet Hain Chham Chham Ke","Gumnaam","Film","1954","Urdu","https://www.youtube.com/watch?v=pkE5uF3u5KY","Iqbal Bano Payal Mein Geet Hain Chham Chham Ke Gumnaam official","0.9571428571428572","2025-09-02 22:20:02"
"Ali Zafar","Zindagi Gulzar Hai","Zindagi Gulzar Hai (Original Soundtrack)","Non-film","2012","Urdu","https://www.youtube.com/watch?v=o1_OOOQ8lHk","Ali Zafar Zindagi Gulzar Hai Zindagi Gulzar Hai (Original Soundtrack) official","0.9999999999999999","2025-09-02 22:20:02"
"Pankaj Udhas","Aankhein","Stolen Moments","Non-film","1998","Urdu","https://www.youtube.com/watch?v=4eFNeWMjdaM","Pankaj Udhas Aankhein Stolen Moments official","0.7000000000000001","2025-09-02 22:20:03"
"Haroon","Ghoom","Ghoom - Single","Non-film","2015","Urdu","https://www.youtube.com/watch?v=Brh84ufNIm4","Haroon Ghoom Ghoom - Single official","0.9999999999999999","2025-09-02 22:20:03"
"Ghulam Ali","Chupke Chupke Raat Din","nan","Non-film","1976","Urdu","https://www.youtube.com/watch?v=r_1Qcz33ykQ","Ghulam Ali Chupke Chupke Raat Din nan official","0.7000000000000001","2025-09-02 22:20:03"
"Nancy","Bhalobasha Odhora","Bhalobasha Odhora","Non-film","2013","Bengali","https://www.youtube.com/watch?v=BZc8j2fVfT4","Nancy Bhalobasha Odhora Bhalobasha Odhora official","0.85","2025-09-02 22:20:04"
"Mehnaz Begum","Mera Pyar Bhi Tu (Female Version)","Kalay Chor","Film","1991","Urdu","https://www.youtube.com/watch?v=iIIG8XeBPHc","Mehnaz Begum Mera Pyar Bhi Tu (Female Version) Kalay Chor official","0.75","2025-09-02 22:20:04"
"Indrani Sen","Amar Raat Pohalo","nan","Non-film","2009","Bengali","https://www.youtube.com/watch?v=7iC_6xfZm90","Indrani Sen Amar Raat Pohalo nan official","0.7999999999999999","2025-09-02 22:20:04"
"Iqbal Bano","Ulfat Ki Nayi Manzil Ko","Qatil","Film","1955","Urdu","https://www.youtube.com/watch?v=5dj6OuReKJc","Iqbal Bano Ulfat Ki Nayi Manzil Ko Qatil official","0.88","2025-09-02 22:20:05"
"Pankaj Udhas","Khuda Kare","Aafreen","Non-film","1999","Urdu","https://www.youtube.com/watch?v=Nsuy5F7tPLI","Pankaj Udhas Khuda Kare Aafreen official","0.7000000000000001","2025-09-02 22:20:05"
"Ali Zafar","Voh Dekhnay Mein","London Paris New York (Original Motion Picture Soundtrack)","Film","2012","Urdu","https://www.youtube.com/watch?v=43qWwQtbRuk","Ali Zafar Voh Dekhnay Mein London Paris New York (Original Motion Picture Soundtrack) official","0.9999999999999999","2025-09-02 22:20:05"
"Sanam Marvi","Mainu Ishq Laga","Rang","Non-film","2016","Urdu","https://www.youtube.com/watch?v=OgLd-abjKj8","Sanam Marvi Mainu Ishq Laga Rang official","0.7999999999999999","2025-09-02 22:20:06"
"Ghulam Ali","Hungama Hai Kyon Barpa","Hungama Hai Kyon Barpa","Non-film","1980","Urdu","https://www.youtube.com/watch?v=Wwy2F76XzJc","Ghulam Ali Hungama Hai Kyon Barpa Hungama Hai Kyon Barpa official","0.9999999999999999","2025-09-02 22:20:06"
"Mehnaz Begum","Main Jis Din Bhula Doon","Khuda Gawah","Film","1991","Urdu","https://www.youtube.com/watch?v=EmtttC4AiWA","Mehnaz Begum Main Jis Din Bhula Doon Khuda Gawah official","0.6","2025-09-02 22:20:06"
"Samina Chowdhury","Ektu Khani Koshto Diteo","Ektu Khani Koshto Diteo - Single","Non-film","2022","Bengali","https://www.youtube.com/watch?v=VxsSgQ0Iguk","Samina Chowdhury Ektu Khani Koshto Diteo official 2022","0.9249999999999999","2025-09-02 22:20:06"
"Nancy","Akash Hote","PoraMon","Film","2013","Bengali","https://www.youtube.com/watch?v=CnGJggO6_l4","Nancy Akash Hote PoraMon official","0.75","2025-09-02 22:20:06"
"Indrani Sen","Aguner Poroshmoni","nan","Non-film","2010","Bengali","https://www.youtube.com/watch?v=-Ylg7Wph1Us","Indrani Sen Aguner Poroshmoni nan official","0.7000000000000001","2025-09-02 22:20:07"
"Shehzad Roy","Dil Faraar","Teri Meri Kahaniyaan","Film","2023","Urdu","https://www.youtube.com/watch?v=lcMXLtcuFX0","Shehzad Roy Dil Faraar song","0.7000000000000001","2025-09-02 22:20:07"
"Iqbal Bano","Dono Dillon Peh Hua Ulfat Ka Asar","Inteqam","Film","1955","Urdu","https://www.youtube.com/watch?v=mQiU0yFNdMg","Iqbal Bano Dono Dillon Peh Hua Ulfat Ka Asar Inteqam official","0.6000000000000001","2025-09-02 22:20:07"
"Pankaj Udhas","Tujh Bin","Aafreen","Non-film","1999","Urdu","https://www.youtube.com/watch?v=VYWE4Bs1JTI","Pankaj Udhas Tujh Bin Aafreen official","0.9999999999999999","2025-09-02 22:20:07"
"Ali Zafar","Tu Hi Hai","Dear Zindagi (Original Motion Picture Soundtrack)","Film","2016","Urdu","https://www.youtube.com/watch?v=yNOaSBY9QL8","Ali Zafar Tu Hi Hai Dear Zindagi (Original Motion Picture Soundtrack) official","0.7999999999999999","2025-09-02 22:20:07"
"Ghulam Ali","Dil Mein Ek Lehar","nan","Non-film","1981","Urdu","https://www.youtube.com/watch?v=VoAlBP16mG8","Ghulam Ali Dil Mein Ek Lehar nan official","0.9249999999999999","2025-09-02 22:20:07"
"Samina Chowdhury","Ami Bhalo Nei","Ami Bhalo Nei - Single","Non-film","2023","Bengali","https://www.youtube.com/watch?v=o-1nLnmLj4I","Samina Chowdhury Ami Bhalo Nei Ami Bhalo Nei - Single official","0.7999999999999999","2025-09-02 22:20:09"
"Indrani Sen","Ekhon Onek Raat","nan","Non-film","2011","Bengali","https://www.youtube.com/watch?v=CFjBQct8yqk","Indrani Sen Ekhon Onek Raat nan official","0.5","2025-09-02 22:20:09"
"Ali Zafar","Rockstar","Teefa in Trouble (Original Motion Picture Soundtrack)","Film","2018","Urdu","https://www.youtube.com/watch?v=d7EmuluLCCc","Ali Zafar Rockstar Teefa in Trouble (Original Motion Picture Soundtrack) official","0.7000000000000001","2025-09-02 22:20:10"
"Shehzad Roy","Baarish","Baarish","Non-film","2023","Urdu","https://www.youtube.com/watch?v=7KIQa8ZdA6g","Shehzad Roy Baarish Baarish official","0.7000000000000001","2025-09-02 22:20:10"
"Pankaj Udhas","Maahiya","Mahek","Non-film","1999","Urdu","https://www.youtube.com/watch?v=-XbHI_D8osI","Pankaj Udhas Maahiya Mahek official","0.8999999999999999","2025-09-02 22:20:10"
"Ghulam Ali","Apni Dhun Mein Rehta Hoon","Meraj-E-Ghazal","Non-film","1983","Urdu","https://www.youtube.com/watch?v=i7W1hhnFZnw","Ghulam Ali Apni Dhun Mein Rehta Hoon Meraj-E-Ghazal official","0.9999999999999999","2025-09-02 22:20:10"
"Nancy","Nodi","Purnodoirgho Prem Kahini","Film","2013","Bengali","https://www.youtube.com/watch?v=Omlvp33bUoE","Nancy Nodi official 2013","0.7000000000000001","2025-09-02 22:20:11"
"Celine Dion","(If There Was) Any Other Way","Unison","Non-film","1990","English","https://www.youtube.com/watch?v=vk1Z8lRNYCY","Celine Dion (If There Was) Any Other Way Unison official","0.9999999999999999","2025-09-02 22:20:12"
"Indrani Sen","Pherari Mon","Bedroom","Film","2012","Bengali","https://www.youtube.com/watch?v=DQJHIl2LhNo","Indrani Sen Pherari Mon Bedroom official","0.6","2025-09-02 22:20:12"
"Shehzad Roy","Chal Para","Chal Para","Film","2023","Urdu","https://www.youtube.com/watch?v=CHILYcDf-b4","Shehzad Roy Chal Para Chal Para official","0.85","2025-09-02 22:20:12"
"Ali Zafar","Mushk","Mushk (Original Soundtrack)","Non-film","2020","Urdu","https://www.youtube.com/watch?v=i0gIGnq5adg","Ali Zafar Mushk Mushk (Original Soundtrack) official","0.9999999999999999","2025-09-02 22:20:12"
"Pankaj Udhas","Chhu Gayi","Mahek","Non-film","1999","Urdu","https://www.youtube.com/watch?v=rLXanoe9ZuU","Pankaj Udhas Chhu Gayi Mahek official","0.9999999999999999","2025-09-02 22:20:12"
"Ghulam Ali","Yeh Dil Yeh Pagal Dil","Meraj-E-Ghazal","Non-film","1983","Urdu","https://www.youtube.com/watch?v=pZWqn3BC17Q","Ghulam Ali Yeh Dil Yeh Pagal Dil Meraj-E-Ghazal official","0.9999999999999999","2025-09-02 22:20:13"
"Nancy","Shudhu Tumi","Aaro Bhalobashbo Tomay","Film","2015","Bengali","https://www.youtube.com/watch?v=lSdShmjnOik","Nancy Shudhu Tumi Aaro Bhalobashbo Tomay official","0.6000000000000001","2025-09-02 22:20:13"
"Indrani Sen","Jadi Tor Dak Shune","nan","Non-film","2014","Bengali","https://www.youtube.com/watch?v=aVR0-gSoHa8","Indrani Sen Jadi Tor Dak Shune nan official","0.6000000000000001","2025-09-02 22:20:14"
"Celine Dion","Where Does My Heart Beat Now","Unison","Non-film","1990","English","https://www.youtube.com/watch?v=uWckuMhXv2c","Celine Dion Where Does My Heart Beat Now Unison official","0.9500000000000001","2025-09-02 22:20:14"
"Mehnaz Begum","Aa Mere Sanam","Doulat Ke Pujari","Film","1991","Urdu","https://www.youtube.com/watch?v=iIIG8XeBPHc","Mehnaz Begum Aa Mere Sanam song","0.7000000000000001","2025-09-02 22:20:15"
"Ali Zafar","Pehli Si Muhabbat","Pehli Si Muhabbat (Original Soundtrack)","Non-film","2021","Urdu","https://www.youtube.com/watch?v=pbkg60VlKwc","Ali Zafar Pehli Si Muhabbat Pehli Si Muhabbat (Original Soundtrack) official","0.9","2025-09-02 22:20:15"
"Pankaj Udhas","Sharabi","Woh Ladki Yaad Aati Hai","Non-film","2000","Urdu","https://www.youtube.com/watch?v=XwasuJzthz8","Pankaj Udhas Sharabi Woh Ladki Yaad Aati Hai official","0.7000000000000001","2025-09-02 22:20:15"
"Nancy","Ke Tumi","Warning","Film","2015","Bengali","https://www.youtube.com/watch?v=YnYFlhNi-Qg","Nancy Ke Tumi Warning official","0.85","2025-09-02 22:20:15"
"Ghulam Ali","Chupke Chupke Raat Din (From ""Nikaah"")","Nikaah","Film","1982","Urdu","https://www.youtube.com/watch?v=9I-NvZZqHIU","Ghulam Ali Chupke Chupke Raat Din (From ""Nikaah"") Nikaah official","0.9","2025-09-02 22:20:15"
"Lopamudra Mitra","Ami Chanchal Ami Jharna","Reenmukti","Film","2000","Bengali","https://www.youtube.com/watch?v=wd7Vx78PPs0","Lopamudra Mitra Ami Chanchal Ami Jharna Reenmukti official","0.6","2025-09-02 22:20:16"
"Indrani Sen","Amaro Porano Jaha Chay","nan","Non-film","2016","Bengali","https://www.youtube.com/watch?v=aVR0-gSoHa8","Indrani Sen Amaro Porano Jaha Chay nan official","0.8999999999999999","2025-09-02 22:20:17"
"Ali Zafar","Ve Mahiya","Ve Mahiya - Single","Non-film","2022","Urdu","https://www.youtube.com/watch?v=6yDgwpGWyCE","Ali Zafar Ve Mahiya Ve Mahiya - Single official","0.85","2025-09-02 22:20:17"
"Mehnaz Begum","Wada Karo Sajna","Raja","Film","1991","Urdu","https://www.youtube.com/watch?v=hUmgQrcnJdE","Mehnaz Begum Wada Karo Sajna Raja official","0.7999999999999999","2025-09-02 22:20:17"
"Celine Dion","If You Asked Me To","Celine Dion","Non-film","1992","English","https://www.youtube.com/watch?v=8sidVyo15nw","Celine Dion If You Asked Me To Celine Dion official","0.82","2025-09-02 22:20:17"
"Pankaj Udhas","Ghazal","Muskaan","Non-film","2002","Urdu","https://www.youtube.com/watch?v=N3aK7pPbjCc","Pankaj Udhas Ghazal Muskaan official","0.9999999999999999","2025-09-02 22:20:17"
"Haroon","Dil Dharke","Dil Dharke - Single","Non-film","2018","Urdu","https://www.youtube.com/watch?v=dajIAF0pEeQ","Haroon Dil Dharke Dil Dharke - Single official","0.6","2025-09-02 22:20:17"
"Nancy","Bristy","Bristy - Single","Non-film","2015","Bengali","https://www.youtube.com/watch?v=-lw9WZfiRcU","Nancy Bristy Bristy - Single official","0.9999999999999999","2025-09-02 22:20:17"
"Iqbal Bano","Ik Chot Lagi Hai Seenay Mein","Sohni","Film","1955","Urdu","https://www.youtube.com/watch?v=frzW34DEBFY","Iqbal Bano Ik Chot Lagi Hai Seenay Mein song","0.75","2025-09-02 22:20:18"
"Ghulam Ali","Aawargi","Aawargi","Non-film","1984","Urdu","https://www.youtube.com/watch?v=I3Xujf73o2A","Ghulam Ali Aawargi Aawargi official","0.7000000000000001","2025-09-02 22:20:18"
"Lopamudra Mitra","Mithye Rajar Deshe","Bhalobaste Balo","Non-film","2001","Bengali","https://www.youtube.com/watch?v=RbbwqJD7oRY","Lopamudra Mitra Mithye Rajar Deshe Bhalobaste Balo official","0.6","2025-09-02 22:20:18"
"Ali Zafar","Husn","Husn - Single","Non-film","2023","Urdu","https://www.youtube.com/watch?v=EteUdcHMZHI","Ali Zafar Husn Husn - Single official","0.8999999999999999","2025-09-02 22:20:19"
"Mehnaz Begum","Wafaon Ka Kaisa Sila","Abdullah The Great","Film","1992","Urdu","https://www.youtube.com/watch?v=NNTjDLbipDA","Mehnaz Begum Wafaon Ka Kaisa Sila Abdullah The Great official","0.7000000000000001","2025-09-02 22:20:19"
"Iqbal Bano","Ankhen Bhi Hain Jadoo Bhari","Aankh Ka Nasha","Film","1957","Urdu","https://www.youtube.com/watch?v=sl9LMQQIPpA","Iqbal Bano Ankhen Bhi Hain Jadoo Bhari Aankh Ka Nasha official","0.9400000000000001","2025-09-02 22:20:20"
"Haroon","Dhundoonga","Dhundoonga - Single","Non-film","2020","Urdu","https://www.youtube.com/watch?v=h6bnx7bLnPs","Haroon Dhundoonga Dhundoonga - Single official","0.8999999999999999","2025-09-02 22:20:20"
"Celine Dion","The Power of Love","The Colour of My Love","Non-film","1993","English","https://www.youtube.com/watch?v=A671ZpZsCeE","Celine Dion The Power of Love The Colour of My Love official","0.775","2025-09-02 22:20:20"
"Ghulam Ali","Faasle Aise Bhi Honge","Aawargi","Non-film","1984","Urdu","https://www.youtube.com/watch?v=HYaV4pa5oMQ","Ghulam Ali Faasle Aise Bhi Honge Aawargi official","0.9999999999999999","2025-09-02 22:20:20"
"Lopamudra Mitra","Ei Abelay","Ei Abelay","Non-film","2003","Bengali","https://www.youtube.com/watch?v=Gy1J4oQm4Y4","Lopamudra Mitra Ei Abelay Ei Abelay official","0.85","2025-09-02 22:20:20"
"Indrani Sen","Abar Elo Je Shondhya","nan","Non-film","2018","Bengali","https://www.youtube.com/watch?v=pyHny3BxQZU","Indrani Sen Abar Elo Je Shondhya official 2018","0.775","2025-09-02 22:20:22"
"Nancy","Amar Prane","Anil Bagchir Ekdin","Film","2015","Bengali","https://www.youtube.com/watch?v=N7eSnLmeEpc","Nancy Amar Prane official 2015","0.7000000000000001","2025-09-02 22:20:22"
"Sanam Marvi","Piya Bedardi","Piya Bedardi - Single","Non-film","2017","Urdu","https://www.youtube.com/watch?v=StYOJMEpMxQ","Sanam Marvi Piya Bedardi Piya Bedardi - Single official","0.85","2025-09-02 22:20:22"
"Whitney Houston","You Give Good Love","Whitney Houston","Non-film","1985","English","https://www.youtube.com/watch?v=lMR5X_t4sjw","Whitney Houston You Give Good Love Whitney Houston official","0.9999999999999999","2025-09-02 22:20:22"
"Shehzad Roy","Jana Tha","Dada","Film","2024","Urdu","https://www.youtube.com/watch?v=oFvGdSnO4xg","Shehzad Roy Jana Tha song","0.7000000000000001","2025-09-02 22:20:22"
"Iqbal Bano","Ek Halki Halki Aahat","Ishq-e-Laila","Film","1957","Urdu","https://www.youtube.com/watch?v=Lb_ldYjEtXw","Iqbal Bano Ek Halki Halki Aahat Ishq-e-Laila official","0.9249999999999999","2025-09-02 22:20:22"
"Ghulam Ali","Itna Toota Hoon","Aawargi","Non-film","1984","Urdu","https://www.youtube.com/watch?v=vL3BwIs3xbI","Ghulam Ali Itna Toota Hoon Aawargi official","0.8999999999999999","2025-09-02 22:20:23"
"Haroon","Tu Kahan","Tu Kahan - Single","Non-film","2022","Urdu","https://www.youtube.com/watch?v=qZJTZj6H1QA","Haroon Tu Kahan Tu Kahan - Single official","0.6","2025-09-02 22:20:23"
"Lopamudra Mitra","Tumi Kemon Kore Gaan Karo Hey Guni","Rabi Kabir Gaane","Non-film","2003","Bengali","https://www.youtube.com/watch?v=G9Uex_dCClA","Lopamudra Mitra Tumi Kemon Kore Gaan Karo Hey Guni Rabi Kabir Gaane official","0.9999999999999999","2025-09-02 22:20:23"
"Celine Dion","Think Twice","The Colour of My Love","Non-film","1993","English","https://www.youtube.com/watch?v=A671ZpZsCeE","Celine Dion Think Twice The Colour of My Love official","0.7000000000000001","2025-09-02 22:20:23"
"Pankaj Udhas","Chalte Chalte","Mohabbat","Film","2004","Urdu","https://www.youtube.com/watch?v=rHGlryjgaYs","Pankaj Udhas Chalte Chalte official 2004","0.6000000000000001","2025-09-02 22:20:23"
"Nancy","Pashani","Pashani - Single","Non-film","2016","Bengali","https://www.youtube.com/watch?v=E3QSt9Z17cM","Nancy Pashani Pashani - Single official","0.6","2025-09-02 22:20:24"
"Indrani Sen","Eto Bhalobasi","Gotro","Film","2019","Bengali","https://www.youtube.com/watch?v=HH8kAMIswRw","Indrani Sen Eto Bhalobasi Gotro official","0.7000000000000001","2025-09-02 22:20:24"
"Mehnaz Begum","Main Hoon Deewani","Rani Beti Raj Karegi","Film","1992","Urdu","https://www.youtube.com/watch?v=-paoLX99BZs","Mehnaz Begum Main Hoon Deewani official 1992","0.6","2025-09-02 22:20:24"
"Sanam Marvi","Hairaan Hua","Coke Studio: Season 12","Non-film","2019","Urdu","https://www.youtube.com/watch?v=iHI3pr46YUc","Sanam Marvi Hairaan Hua Coke Studio: Season 12 official","0.9999999999999999","2025-09-02 22:20:24"
"Ghulam Ali","Kal Chaudhvin Ki Raat Thi","Mastana Peeye","Non-film","1985","Urdu","https://www.youtube.com/watch?v=LNuKxHYi1Gg","Ghulam Ali Kal Chaudhvin Ki Raat Thi Mastana Peeye official","0.88","2025-09-02 22:20:25"
"Lady Gaga","Poker Face","The Fame","Non-film","2008","English","https://www.youtube.com/watch?v=gsGJGEfHaio","Lady Gaga Poker Face The Fame official","0.9999999999999999","2025-09-02 22:20:26"
"Whitney Houston","Saving All My Love for You","Whitney Houston","Non-film","1985","English","https://www.youtube.com/watch?v=2-6lcOBP7yw","Whitney Houston Saving All My Love for You Whitney Houston official","0.9500000000000001","2025-09-02 22:20:25"
"Pankaj Udhas","Jaane Kyun","Jazbaa","Non-film","2006","Urdu","https://www.youtube.com/watch?v=4eFNeWMjdaM","Pankaj Udhas Jaane Kyun Jazbaa official","0.7000000000000001","2025-09-02 22:20:26"
"Iqbal Bano","Sitaro Tum To So Jao","Ishq-e-Laila","Film","1957","Urdu","https://www.youtube.com/watch?v=CFuvV8DkoWA","Iqbal Bano Sitaro Tum To So Jao Ishq-e-Laila official","0.88","2025-09-02 22:20:26"
"Mehnaz Begum","Do Pyase Dil","Zamana","Film","1993","Urdu","https://www.youtube.com/watch?v=La8uJGVpcdU","Mehnaz Begum Do Pyase Dil Zamana official","0.7999999999999999","2025-09-02 22:20:27"
"Katy Perry","I Kissed a Girl","One of the Boys","Non-film","2008","English","https://www.youtube.com/watch?v=tAp9BKosZXs","Katy Perry I Kissed a Girl One of the Boys official","0.75","2025-09-02 22:20:27"
"Celine Dion","Because You Loved Me","Up Close & Personal","Film","1996","English","https://www.youtube.com/watch?v=f-b8i4aT3us","Celine Dion Because You Loved Me Up Close & Personal official","0.825","2025-09-02 22:20:27"
"Sanam Marvi","Kardo Karam","Kardo Karam - Single","Non-film","2020","Urdu","https://www.youtube.com/watch?v=tpx4mGeIKAY","Sanam Marvi Kardo Karam Kardo Karam - Single official","0.9999999999999999","2025-09-02 22:20:27"
"Nancy","Nesha","Nesha","Non-film","2017","Bengali","https://www.youtube.com/watch?v=BPPLC6eD4BA","Nancy Nesha Nesha official","0.6000000000000001","2025-09-02 22:20:27"
"Haroon","Chaal","Chaal - Single","Non-film","2023","Urdu","https://www.youtube.com/watch?v=NfqkVs6436E","Haroon Chaal official 2023","0.7000000000000001","2025-09-02 22:20:28"
"Lady Gaga","Paparazzi","The Fame","Non-film","2008","English","https://www.youtube.com/watch?v=TopHsWCFzok","Lady Gaga Paparazzi The Fame official","0.9999999999999999","2025-09-02 22:20:28"
"Pankaj Udhas","Shikwe","Shaayar","Non-film","2010","Urdu","https://www.youtube.com/watch?v=sd9L1-DKiQw","Pankaj Udhas Shikwe Shaayar official","0.9999999999999999","2025-09-02 22:20:28"
"Ghulam Ali","Humko Kisike Gham Ne Mara","Mastana Peeye","Non-film","1985","Urdu","https://www.youtube.com/watch?v=kUtwgy-16x4","Ghulam Ali Humko Kisike Gham Ne Mara Mastana Peeye official","0.7000000000000001","2025-09-02 22:20:28"
"Whitney Houston","How Will I Know","Whitney Houston","Non-film","1985","English","https://www.youtube.com/watch?v=lNwN0iHbos4","Whitney Houston How Will I Know Whitney Houston official","0.9249999999999999","2025-09-02 22:20:28"
"Iqbal Bano","Udas Hai Dil Nazar Pareshan","Ishq-e-Laila","Film","1957","Urdu","https://www.youtube.com/watch?v=iE2Gm8eVS4s","Iqbal Bano Udas Hai Dil Nazar Pareshan Ishq-e-Laila official","0.76","2025-09-02 22:20:28"
"Mehnaz Begum","Honton Pe Mohabbat","Chandi","Film","1993","Urdu","https://www.youtube.com/watch?v=j1Rg5yKkUlQ","Mehnaz Begum Honton Pe Mohabbat Chandi official","0.7000000000000001","2025-09-02 22:20:28"
"Nancy","Jodi Hatta Dharo","Premi O Premi","Film","2017","Bengali","https://www.youtube.com/watch?v=mJ8iqKroDvw","Nancy Jodi Hatta Dharo Premi O Premi official","0.6000000000000001","2025-09-02 22:20:29"
"Katy Perry","Hot n Cold","One of the Boys","Non-film","2008","English","https://www.youtube.com/watch?v=79nXYV21Ico","Katy Perry Hot n Cold One of the Boys official","0.9","2025-09-02 22:20:29"
"Celine Dion","It's All Coming Back to Me Now","Falling into You","Non-film","1996","English","https://www.youtube.com/watch?v=qDneDYFM3fk","Celine Dion It's All Coming Back to Me Now Falling into You official","0.5142857142857142","2025-09-02 22:20:29"
"Sanam Marvi","Anbhol","Anbhol - Single","Non-film","2020","Urdu","https://www.youtube.com/watch?v=ClJavjKcqG4","Sanam Marvi Anbhol Anbhol - Single official","0.9999999999999999","2025-09-02 22:20:30"
"Haroon","Mehndi","Mehndi - Single","Non-film","2024","Urdu","https://www.youtube.com/watch?v=I7ZQw4gY9Ek","Haroon Mehndi Mehndi - Single official","0.9999999999999999","2025-09-02 22:20:30"
"Pankaj Udhas","Ishq Insaan Ki Zaroorat Hai","Sentimental","Non-film","2013","Urdu","https://www.youtube.com/watch?v=NrVXqPKQkak","Pankaj Udhas Ishq Insaan Ki Zaroorat Hai Sentimental official","0.9400000000000001","2025-09-02 22:20:30"
"Ghulam Ali","Patta Patta Boota Boota","Mastana Peeye","Non-film","1985","Urdu","https://www.youtube.com/watch?v=3eNVg-RHKv0","Ghulam Ali Patta Patta Boota Boota Mastana Peeye official","0.8999999999999999","2025-09-02 22:20:31"
"Whitney Houston","Greatest Love of All","Whitney Houston","Non-film","1986","English","https://www.youtube.com/watch?v=KrPpYbI8L1U","Whitney Houston Greatest Love of All Whitney Houston official","0.9249999999999999","2025-09-02 22:20:31"
"Lady Gaga","Bad Romance","The Fame Monster","Non-film","2009","English","https://www.youtube.com/watch?v=GIsFt-H8XjQ","Lady Gaga Bad Romance The Fame Monster official","0.9999999999999999","2025-09-02 22:20:31"
"Katy Perry","Thinking of You","One of the Boys","Non-film","2008","English","https://www.youtube.com/watch?v=xhC1AB-Wwog","Katy Perry Thinking of You One of the Boys official","0.9","2025-09-02 22:20:31"
"Celine Dion","All by Myself","Falling into You","Non-film","1996","English","https://www.youtube.com/watch?v=Iqmv3DInHO8","Celine Dion All by Myself Falling into You official","0.9","2025-09-02 22:20:31"
"Nancy","Bhalobasi Tomake","Dhat Teri Ki","Film","2017","Bengali","https://www.youtube.com/watch?v=33aNyxI4BlM","Nancy Bhalobasi Tomake Dhat Teri Ki official","0.7000000000000001","2025-09-02 22:20:32"
"Sanam Marvi","Aqeedat","Aqeedat - Single","Non-film","2021","Urdu","https://www.youtube.com/watch?v=Rx4E7qZN1mE","Sanam Marvi Aqeedat Aqeedat - Single official","0.7000000000000001","2025-09-02 22:20:32"
"Talat Aziz","Kaise Sukoon Paoon","Dhun","Film","1991","Urdu","https://www.youtube.com/watch?v=EWO62krgQ5A","Talat Aziz Kaise Sukoon Paoon Dhun official","0.9999999999999999","2025-09-02 22:20:33"
"Ghulam Ali","Heer","Heer","Non-film","1986","Urdu","https://www.youtube.com/watch?v=GNkd9FCWGTo","Ghulam Ali Heer Heer official","0.9999999999999999","2025-09-02 22:20:33"
"Anup Jalota","Zulmate Shab Ko","Ghazals","Non-film","1980","Urdu","https://www.youtube.com/watch?v=0oTLE9H5Jqk","Anup Jalota Zulmate Shab Ko Ghazals official","0.9","2025-09-02 22:20:33"
"Whitney Houston","I'm Your Baby Tonight","I'm Your Baby Tonight","Non-film","1990","English","https://www.youtube.com/watch?v=SaGjo2Qd8Zc","Whitney Houston I'm Your Baby Tonight I'm Your Baby Tonight official","0.9999999999999999","2025-09-02 22:20:33"
"Lady Gaga","Alejandro","The Fame Monster","Non-film","2009","English","https://www.youtube.com/watch?v=Rtl2hY6ncPo","Lady Gaga Alejandro The Fame Monster official","0.9999999999999999","2025-09-02 22:20:34"
"Katy Perry","Waking Up in Vegas","One of the Boys","Non-film","2008","English","https://www.youtube.com/watch?v=_7ZG5zWb_HQ","Katy Perry Waking Up in Vegas One of the Boys official","0.85","2025-09-02 22:20:34"
