"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Ayu Ting Ting","Geboy Mujair","Best of Ayu Ting Ting","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=7-dnSZrXykc","Ayu Ting Ting Geboy Mujair Best of Ayu Ting Ting official","0.9999999999999999","2025-09-02 23:37:46"
"Tulus","Sepatu","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=Q4kQZmPlUSo","Tulus Sepatu Gajah official","0.9999999999999999","2025-09-02 23:37:46"
"Xavier Naidoo","Seelenheil","Telegramm für X","Non-film","2005","German","https://www.youtube.com/watch?v=XtfWRpPujto","Xavier Naidoo Seelenheil Telegramm für X official","0.9999999999999999","2025-09-02 23:37:47"
"Mark Forster","Alles wird gut","Karton","Non-film","2012","German","https://www.youtube.com/watch?v=MtDPKJSsBgc","Mark Forster Alles wird gut Karton official","0.6000000000000001","2025-09-02 23:37:47"
"Peter Maffay","Du","Für das Mädchen"," das ich liebe","Non-film","1970","German","https://www.youtube.com/watch?v=Nyd7dvZJvtc","Peter Maffay Du Für das Mädchen"," das ich liebe official"
"Johannes Oerding","Grenzenlos","Erste Wahl","Non-film","2009","German","https://www.youtube.com/watch?v=7-2nnH6xjzs","Johannes Oerding Grenzenlos Erste Wahl official","0.7000000000000001","2025-09-02 23:37:47"
"Reinhard Mey","Ich wollte wie Orpheus singen","Ich wollte wie Orpheus singen","Non-film","1967","German","https://www.youtube.com/watch?v=rCWRHVNTMV4","Reinhard Mey Ich wollte wie Orpheus singen Ich wollte wie Orpheus singen official","0.9999999999999999","2025-09-02 23:37:47"
"Ayu Ting Ting","Yang Sudah Ya Sudahlah","Best of Ayu Ting Ting","Non-film","2015","Indonesian","https://www.youtube.com/watch?v=g7dJ2QYSV7k","Ayu Ting Ting Yang Sudah Ya Sudahlah Best of Ayu Ting Ting official","0.9249999999999999","2025-09-02 23:37:48"
"Tulus","Bunga Tidur","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=UVWPqtXMcOk","Tulus Bunga Tidur Gajah official","0.9999999999999999","2025-09-02 23:37:49"
"Mark Forster","Königin Schwermut","Bauch und Kopf","Non-film","2014","German","https://www.youtube.com/watch?v=SN_6si6H0_o","Mark Forster Königin Schwermut Bauch und Kopf official","0.9999999999999999","2025-09-02 23:37:49"
"Johannes Oerding","Erste Wahl","Erste Wahl","Non-film","2009","German","https://www.youtube.com/watch?v=snBQSsuU_1E","Johannes Oerding Erste Wahl Erste Wahl official","0.9999999999999999","2025-09-02 23:37:49"
"Udo Lindenberg","Hoch im Norden","Daumen im Wind","non-film","1972","German","https://www.youtube.com/watch?v=nbWt1f13Ia4","Udo Lindenberg Hoch im Norden Daumen im Wind official","0.9","2025-09-02 23:37:50"
"Peter Maffay","Und es war Sommer","Und es war Sommer","Non-film","1976","German","https://www.youtube.com/watch?v=e1kfav4auMA","Peter Maffay Und es war Sommer Und es war Sommer official","0.9249999999999999","2025-09-02 23:37:50"
"Adel Tawil","Immer da","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=DOrV_JyAsuA","Adel Tawil Immer da Lieder official","0.85","2025-09-02 23:37:50"
"Reinhard Mey","Ankomme Freitag"," den 13.","Ankomme Freitag"," den 13.","Non-film","1969","German","https://www.youtube.com/watch?v=FAPQ-rMvGLg","Reinhard Mey Ankomme Freitag"
"Ayu Ting Ting","Suara Hati","Best of Ayu Ting Ting","Non-film","2015","Indonesian","https://www.youtube.com/watch?v=NYO_QOEEOt4","Ayu Ting Ting Suara Hati Best of Ayu Ting Ting official","0.9999999999999999","2025-09-02 23:37:51"
"Tulus","Tanggal Merah","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=axJzmc35xI8","Tulus Tanggal Merah Gajah official","0.9999999999999999","2025-09-02 23:37:52"
"Adel Tawil","Wenn du liebst","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=XZREhMevMLk","Adel Tawil Wenn du liebst Lieder official","0.9","2025-09-02 23:37:52"
"Udo Lindenberg","Alles klar auf der Andrea Doria","Alles klar auf der Andrea Doria","non-film","1973","German","https://www.youtube.com/watch?v=9we34xaSGkA","Udo Lindenberg Alles klar auf der Andrea Doria Alles klar auf der Andrea Doria official","0.9999999999999999","2025-09-02 23:37:52"
"Kester","Paalnila","Rag Rangeela","Film","2015","Malayalam","https://www.youtube.com/watch?v=5oUQ6Nsj4pE","Kester Paalnila song","0.7000000000000001","2025-09-02 23:37:52"
"Peter Maffay","So bist du","Steppenwolf","Non-film","1979","German","https://www.youtube.com/watch?v=CYQJ34SPryE","Peter Maffay So bist du Steppenwolf official","0.7999999999999999","2025-09-02 23:37:52"
"Reinhard Mey","Gute Nacht"," Freunde","Mein achtel Lorbeerblatt","Non-film","1972","German","https://www.youtube.com/watch?v=6YnQc-AdNCI","Reinhard Mey Gute Nacht"," Freunde Mein achtel Lorbeerblatt official"
"Johannes Oerding","Wann wenn nicht jetzt","Erste Wahl","Non-film","2009","German","https://www.youtube.com/watch?v=H2if0hzrpWc","Johannes Oerding Wann wenn nicht jetzt Erste Wahl official","0.9999999999999999","2025-09-02 23:37:53"
"Mark Forster","Immer immer gleich","Bauch und Kopf","Non-film","2014","German","https://www.youtube.com/watch?v=2AR6_U_Kzs8","Mark Forster Immer immer gleich Bauch und Kopf official","0.9999999999999999","2025-09-02 23:37:53"
"Ayu Ting Ting","Sambalado","Best of Ayu Ting Ting","Non-film","2015","Indonesian","https://www.youtube.com/watch?v=PCmdsX-gFdU","Ayu Ting Ting Sambalado Best of Ayu Ting Ting official","0.9999999999999999","2025-09-02 23:37:54"
"Tulus","Jangan Cintai Aku Apa Adanya","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=FbR03ErNy6A","Tulus Jangan Cintai Aku Apa Adanya Gajah official","0.9999999999999999","2025-09-02 23:37:54"
"Johannes Oerding","Die Tage werden anders sein","Erste Wahl","Non-film","2009","German","https://www.youtube.com/watch?v=9p8eC-O3lv0","Johannes Oerding Die Tage werden anders sein Erste Wahl official","0.9999999999999999","2025-09-02 23:37:55"
"Udo Lindenberg","Cello","Alles klar auf der Andrea Doria","non-film","1973","German","https://www.youtube.com/watch?v=FJ2QENfYKMM","Udo Lindenberg Cello Alles klar auf der Andrea Doria official","0.7000000000000001","2025-09-02 23:37:55"
"Kester","Onnumillaymayil Ninnumenne","Eesow","Non-film","2019","Malayalam","https://www.youtube.com/watch?v=Pnbzctco5Ig","Kester Onnumillaymayil Ninnumenne Eesow official","0.9999999999999999","2025-09-02 23:37:55"
"Mark Forster","Zu oft","Bauch und Kopf","Non-film","2014","German","https://www.youtube.com/watch?v=yLmtowIWJWc","Mark Forster Zu oft Bauch und Kopf official","0.7000000000000001","2025-09-02 23:37:55"
"Reinhard Mey","Über den Wolken","Wie vor Jahr und Tag","Non-film","1974","German","https://www.youtube.com/watch?v=fZMFF8QH3ew","Reinhard Mey Über den Wolken Wie vor Jahr und Tag official","0.9999999999999999","2025-09-02 23:37:55"
"Adel Tawil","Lieder","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=4Efgh1tAc1I","Adel Tawil Lieder Lieder official","0.9999999999999999","2025-09-02 23:37:55"
"Peter Maffay","Du hattest keine Tränen mehr","Steppenwolf","Non-film","1979","German","https://www.youtube.com/watch?v=fC_ZdoKjUss","Peter Maffay Du hattest keine Tränen mehr Steppenwolf official","0.54","2025-09-02 23:37:55"
"Ayu Ting Ting","My Lopely","Best of Ayu Ting Ting","Non-film","2015","Indonesian","https://www.youtube.com/watch?v=lNCIW4zNmog","Ayu Ting Ting My Lopely Best of Ayu Ting Ting official","0.85","2025-09-02 23:37:57"
"Johannes Oerding","Tausend Menschen","Boxer","Non-film","2011","German","https://www.youtube.com/watch?v=aPd6bWmc5wY","Johannes Oerding Tausend Menschen Boxer official","0.9999999999999999","2025-09-02 23:37:57"
"Maite Kelly","So wie man tanzt so liebt man","Das volle Programm","non-film","2011","German","https://www.youtube.com/watch?v=YjvRUpJpLpE","Maite Kelly So wie man tanzt so liebt man Das volle Programm official","0.9142857142857143","2025-09-02 23:37:57"
"Tulus","Gajah","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=lLER9AdL-Ig","Tulus Gajah Gajah official","0.9999999999999999","2025-09-02 23:37:57"
"Udo Lindenberg","Rudi Ratlos","Ball Pompös","non-film","1974","German","https://www.youtube.com/watch?v=S3xga9mDADU","Udo Lindenberg Rudi Ratlos Ball Pompös official","0.9999999999999999","2025-09-02 23:37:57"
"Reinhard Mey","Wie vor Jahr und Tag","Wie vor Jahr und Tag","Non-film","1974","German","https://www.youtube.com/watch?v=-M4DGlHRik8","Reinhard Mey Wie vor Jahr und Tag Wie vor Jahr und Tag official","0.9999999999999999","2025-09-02 23:37:58"
"Peter Maffay","Weil es Dich gibt","Revanche","Non-film","1980","German","https://www.youtube.com/watch?v=fwut9yGGAhs","Peter Maffay Weil es Dich gibt Revanche official","0.525","2025-09-02 23:37:58"
"Mark Forster","Flash mich","Bauch und Kopf","Non-film","2014","German","https://www.youtube.com/watch?v=BluodNkWvEE","Mark Forster Flash mich Bauch und Kopf official","0.9999999999999999","2025-09-02 23:37:58"
"Adel Tawil","Weinen","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=P-PrryQ-KBA","Adel Tawil Weinen Lieder official","0.9999999999999999","2025-09-02 23:37:58"
"Once Mekel","Ditentukan Untuk Bersama","Sigma","Non-film","2023","Indonesian","https://www.youtube.com/watch?v=_qO-R5FFoAA","Once Mekel Ditentukan Untuk Bersama Sigma official","0.9999999999999999","2025-09-02 23:37:59"
"Ayu Ting Ting","Kekasihku","Best of Ayu Ting Ting","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=QhTYTMBVoYk","Ayu Ting Ting Kekasihku Best of Ayu Ting Ting official","0.9999999999999999","2025-09-02 23:37:59"
"Maite Kelly","Das volle Programm","Das volle Programm","non-film","2011","German","https://www.youtube.com/watch?v=0618mB7sUes","Maite Kelly Das volle Programm Das volle Programm official","0.7999999999999999","2025-09-02 23:38:00"
"Udo Lindenberg","Bodo Ballermann","Votan Wahnwitz","non-film","1975","German","https://www.youtube.com/watch?v=nwPpgtqU1TQ","Udo Lindenberg Bodo Ballermann Votan Wahnwitz official","0.9999999999999999","2025-09-02 23:38:00"
"Johannes Oerding","Reparier’n","Boxer","Non-film","2011","German","https://www.youtube.com/watch?v=QZb8veiUfvQ","Johannes Oerding Reparier’n Boxer official","0.7000000000000001","2025-09-02 23:38:00"
"Tulus","Satu Hari di Bulan Juni","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=th2Pmk7W0jY","Tulus Satu Hari di Bulan Juni Gajah official","0.9400000000000001","2025-09-02 23:38:00"
"Reinhard Mey","Ikarus","Ikarus","Non-film","1975","German","https://www.youtube.com/watch?v=Y907B4GwSCM","Reinhard Mey Ikarus Ikarus official","0.9999999999999999","2025-09-02 23:38:00"
"Peter Maffay","Über sieben Brücken mußt du gehn","Revanche","Non-film","1980","German","https://www.youtube.com/watch?v=KrpHw2s5Y5E","Peter Maffay Über sieben Brücken mußt du gehn Revanche official","0.9","2025-09-02 23:38:00"
"Adel Tawil","Unter Wasser","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=W51bmcgqKiY","Adel Tawil Unter Wasser Lieder official","0.9999999999999999","2025-09-02 23:38:00"
"Mark Forster","Bauch und Kopf","Bauch und Kopf","Non-film","2014","German","https://www.youtube.com/watch?v=yLmtowIWJWc","Mark Forster Bauch und Kopf Bauch und Kopf official","0.9999999999999999","2025-09-02 23:38:01"
"Once Mekel","Abadi Untukmu","Sigma","Non-film","2023","Indonesian","https://www.youtube.com/watch?v=zADEyucDxwI","Once Mekel Abadi Untukmu Sigma official","0.9999999999999999","2025-09-02 23:38:02"
"Maite Kelly","Ich bin die Frau meines Lebens","Das volle Programm","non-film","2011","German","https://www.youtube.com/watch?v=4sOfxuv52aQ","Maite Kelly Ich bin die Frau meines Lebens Das volle Programm official","0.8999999999999999","2025-09-02 23:38:02"
"Ayu Ting Ting","Kamu Kamu Kamu","Kamu Kamu Kamu","Non-film","2017","Indonesian","https://www.youtube.com/watch?v=hLITfyYJ0Ww","Ayu Ting Ting Kamu Kamu Kamu Kamu Kamu Kamu official","0.9999999999999999","2025-09-02 23:38:02"
"Johannes Oerding","Morgen","Boxer","Non-film","2011","German","https://www.youtube.com/watch?v=N2S7er-uwzE","Johannes Oerding Morgen Boxer official","0.9999999999999999","2025-09-02 23:38:02"
"Reinhard Mey","Menschenjunges","Menschenjunges","Non-film","1977","German","https://www.youtube.com/watch?v=OW4uTscdPYc","Reinhard Mey Menschenjunges Menschenjunges official","0.9999999999999999","2025-09-02 23:38:02"
"Peter Maffay","Eiszeit","Ich will leben","Non-film","1982","German","https://www.youtube.com/watch?v=SBlQRDEld9g","Peter Maffay Eiszeit Ich will leben official","0.9999999999999999","2025-09-02 23:38:03"
"Udo Lindenberg","Der Malocher","Votan Wahnwitz","non-film","1975","German","https://www.youtube.com/watch?v=D_K__eW6fEM","Udo Lindenberg Der Malocher Votan Wahnwitz official","0.6","2025-09-02 23:38:03"
"Tulus","Lagu Untuk Matahari","Gajah","Non-film","2014","Indonesian","https://www.youtube.com/watch?v=8zVlfGd5qXQ","Tulus Lagu Untuk Matahari Gajah official","0.9999999999999999","2025-09-02 23:38:03"
"Adel Tawil","Kartenhaus","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=fqGsS21f3qM","Adel Tawil Kartenhaus Lieder official","0.9999999999999999","2025-09-02 23:38:03"
"Mark Forster","Spul zurück","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=Y4l8-i9PH-A","Mark Forster Spul zurück Tape official","0.9999999999999999","2025-09-02 23:38:03"
"Maite Kelly","Conga","Das volle Programm","non-film","2011","German","https://www.youtube.com/watch?v=7ETf14BbLVc","Maite Kelly Conga Das volle Programm official","0.6","2025-09-02 23:38:04"
"Once Mekel","Untuk Kita","Sigma","Non-film","2023","Indonesian","https://www.youtube.com/watch?v=6Gelou_6Bzs","Once Mekel Untuk Kita Sigma official","0.9999999999999999","2025-09-02 23:38:04"
"Johannes Oerding","Sonne","Boxer","Non-film","2011","German","https://www.youtube.com/watch?v=TF6pmcR-jVw","Johannes Oerding Sonne Boxer official","0.7000000000000001","2025-09-02 23:38:05"
"Reinhard Mey","Keine ruhige Minute","Keine ruhige Minute","Non-film","1979","German","https://www.youtube.com/watch?v=PrmKDmfAz4M","Reinhard Mey Keine ruhige Minute Keine ruhige Minute official","0.9999999999999999","2025-09-02 23:38:05"
"Ayu Ting Ting","Mikirin Kamu","Kamu Kamu Kamu","Non-film","2017","Indonesian","https://www.youtube.com/watch?v=ykujUyv6lzY","Ayu Ting Ting Mikirin Kamu Kamu Kamu Kamu official","0.9999999999999999","2025-09-02 23:38:05"
"Udo Lindenberg","Rock 'n' Roller","Votan Wahnwitz","non-film","1975","German","https://www.youtube.com/watch?v=XFyqMFugAYY","Udo Lindenberg Rock 'n' Roller Votan Wahnwitz official","0.7000000000000001","2025-09-02 23:38:05"
"Peter Maffay","Lieber Gott","Ich will leben","Non-film","1982","German","https://www.youtube.com/watch?v=9rt30W88ei8","Peter Maffay Lieber Gott Ich will leben official","0.9999999999999999","2025-09-02 23:38:05"
"Tulus","Manusia Kuat","Monokrom","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=LHOh-R00gzI","Tulus Manusia Kuat Monokrom official","0.8999999999999999","2025-09-02 23:38:05"
"Adel Tawil","Herzschrittmacher","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=qTaWjEWxZgs","Adel Tawil Herzschrittmacher Lieder official","0.9999999999999999","2025-09-02 23:38:06"
"Mark Forster","Wir sind groß","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=nSkGILRo8kU","Mark Forster Wir sind groß Tape official","0.9999999999999999","2025-09-02 23:38:06"
"Once Mekel","Telah Berlalu","Sigma","Non-film","2023","Indonesian","https://www.youtube.com/watch?v=_qO-R5FFoAA","Once Mekel Telah Berlalu Sigma official","0.7000000000000001","2025-09-02 23:38:06"
"Johannes Oerding","Wo wir sind ist oben","Für immer ab jetzt","Non-film","2013","German","https://www.youtube.com/watch?v=rm03lcWgn68","Johannes Oerding Wo wir sind ist oben Für immer ab jetzt official","0.9400000000000001","2025-09-02 23:38:07"
"Reinhard Mey","Lilienthals Traum","Leuchtfeuer","Non-film","1996","German","https://www.youtube.com/watch?v=nyDQ0L7ieC8","Reinhard Mey Lilienthals Traum Leuchtfeuer official","0.9999999999999999","2025-09-02 23:38:08"
"Udo Lindenberg","Mister Nobody","Panische Nächte","non-film","1977","German","https://www.youtube.com/watch?v=Sm7gF8vOUbw","Udo Lindenberg Mister Nobody Panische Nächte official","0.6","2025-09-02 23:38:08"
"Tulus","Pamit","Monokrom","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=3R8MaXnc7dY","Tulus Pamit Monokrom official","0.9999999999999999","2025-09-02 23:38:08"
"Ayu Ting Ting","Bulan Dalam Kolam","Kamu Kamu Kamu","Non-film","2017","Indonesian","https://www.youtube.com/watch?v=qys1uNkL6Aw","Ayu Ting Ting Bulan Dalam Kolam Kamu Kamu Kamu official","0.9999999999999999","2025-09-02 23:38:08"
"Peter Maffay","Nessaja","Tabaluga oder die Reise zur Vernunft","Non-film","1983","German","https://www.youtube.com/watch?v=mGKkMeVHt_0","Peter Maffay Nessaja Tabaluga oder die Reise zur Vernunft official","0.9999999999999999","2025-09-02 23:38:08"
"Adel Tawil","Auf Sand gebaut","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=hGQYaAGd5oE","Adel Tawil Auf Sand gebaut Lieder official","0.9999999999999999","2025-09-02 23:38:08"
"Mark Forster","Chöre","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=Cy58BTi-vCQ","Mark Forster Chöre Tape official","0.9999999999999999","2025-09-02 23:38:08"
"Once Mekel","Kau & Aku","Sigma","Non-film","2023","Indonesian","https://www.youtube.com/watch?v=_sH7vU8MTIM","Once Mekel Kau & Aku Sigma official","0.9","2025-09-02 23:38:09"
"Maite Kelly","Stark","Das volle Programm","non-film","2011","German","https://www.youtube.com/watch?v=yM5kH9MRafY","Maite Kelly Stark official 2011","0.9999999999999999","2025-09-02 23:38:09"
"Johannes Oerding","Einfach nur weg","Für immer ab jetzt","Non-film","2013","German","https://www.youtube.com/watch?v=FSA1SK7IN7c","Johannes Oerding Einfach nur weg Für immer ab jetzt official","0.9999999999999999","2025-09-02 23:38:10"
"Reinhard Mey","Viertel vor sieben","Flaschenpost","Non-film","1998","German","https://www.youtube.com/watch?v=JWQlYCote5c","Reinhard Mey Viertel vor sieben Flaschenpost official","0.9999999999999999","2025-09-02 23:38:10"
"Udo Lindenberg","Bis ans Ende der Welt","Dröhnland-Symphonie","non-film","1978","German","https://www.youtube.com/watch?v=F5E2emNpyj4","Udo Lindenberg Bis ans Ende der Welt Dröhnland-Symphonie official","0.9999999999999999","2025-09-02 23:38:10"
"Tulus","Ruang Sendiri","Monokrom","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=c0p-61mLUGw","Tulus Ruang Sendiri Monokrom official","0.8999999999999999","2025-09-02 23:38:10"
"Once Mekel","Gemuruh","Sigma","Non-film","2023","Indonesian","https://www.youtube.com/watch?v=_Tuy9iMKqBg","Once Mekel Gemuruh Sigma official","0.9999999999999999","2025-09-02 23:38:11"
"Peter Maffay","Schatten in die Haut tätowiert","Carambolage","Non-film","1984","German","https://www.youtube.com/watch?v=-xpZaGUn514","Peter Maffay Schatten in die Haut tätowiert Carambolage official","0.9400000000000001","2025-09-02 23:38:11"
"Mark Forster","Schöner Scherbenhaufen","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=4pBla4KI_r4","Mark Forster Schöner Scherbenhaufen Tape official","0.9999999999999999","2025-09-02 23:38:11"
"Ayu Ting Ting","Yuk Puasa","Kamu Kamu Kamu","Non-film","2017","Indonesian","https://www.youtube.com/watch?v=T-teBy-Edbo","Ayu Ting Ting Yuk Puasa Kamu Kamu Kamu official","0.9999999999999999","2025-09-02 23:38:11"
"Adel Tawil","Schnee","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=MJaPwdJTTYE","Adel Tawil Schnee Lieder official","0.9999999999999999","2025-09-02 23:38:11"
"Maite Kelly","Du glaubst du weißt","Wie ich bin","non-film","2013","German","https://www.youtube.com/watch?v=6nlLuOeK1A8","Maite Kelly Du glaubst du weißt Wie ich bin official","0.7000000000000001","2025-09-02 23:38:12"
"Johannes Oerding","Magneten","Für immer ab jetzt","Non-film","2013","German","https://www.youtube.com/watch?v=OMHqxnlQw2c","Johannes Oerding Magneten Für immer ab jetzt official","0.7000000000000001","2025-09-02 23:38:12"
"Udo Lindenberg","Reeperbahn","Lindenbergs Rock-Revue","non-film","1978","German","https://www.youtube.com/watch?v=M-RTO_Omcpw","Udo Lindenberg Reeperbahn Lindenbergs Rock-Revue official","0.8999999999999999","2025-09-02 23:38:13"
"Tulus","Tukar Jiwa","Monokrom","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=aHPUWgYgees","Tulus Tukar Jiwa Monokrom official","0.8999999999999999","2025-09-02 23:38:13"
"Reinhard Mey","Nanga Parbat","Nanga Parbat","Non-film","2004","German","https://www.youtube.com/watch?v=EGDLIFAWMys","Reinhard Mey Nanga Parbat Nanga Parbat official","0.9999999999999999","2025-09-02 23:38:13"
"Mark Forster","Was Ernstes","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=bIj8w7AHGwM","Mark Forster Was Ernstes Tape official","0.7000000000000001","2025-09-02 23:38:13"
"Adel Tawil","Neujahr","Lieder","Non-film","2013","German","https://www.youtube.com/watch?v=u86GUH7Xorg","Adel Tawil Neujahr Lieder official","0.9999999999999999","2025-09-02 23:38:13"
"Ayu Ting Ting","Cemburu Mantanmu","Cemburu Mantanmu","Non-film","2019","Indonesian","https://www.youtube.com/watch?v=WYlgOVguUM0","Ayu Ting Ting Cemburu Mantanmu Cemburu Mantanmu official","0.9999999999999999","2025-09-02 23:38:14"
"Nella Kharisma","Hitam Putih Fotomu","Nella Kharisma Album"," Vol. 2","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=YQF0ViU2LnM","Nella Kharisma Hitam Putih Fotomu Nella Kharisma Album"," Vol. 2 official"
"Peter Maffay","Sonne in der Nacht","Sonne in der Nacht","Non-film","1985","German","https://www.youtube.com/watch?v=Ny7sxF-j6Z8","Peter Maffay Sonne in der Nacht Sonne in der Nacht official","0.9249999999999999","2025-09-02 23:38:14"
"Maite Kelly","Besser ohne dich","Wie ich bin","non-film","2013","German","https://www.youtube.com/watch?v=TbgRu1AaO3w","Maite Kelly Besser ohne dich Wie ich bin official","0.7000000000000001","2025-09-02 23:38:14"
"Udo Lindenberg","Baby"," wenn ich down bin","Panische Zeiten","non-film","1980","German","https://www.youtube.com/watch?v=zYuIxmR4GwE","Udo Lindenberg Baby"," wenn ich down bin Panische Zeiten official"
"Johannes Oerding","Nichts geht mehr","Für immer ab jetzt","Non-film","2013","German","https://www.youtube.com/watch?v=eoUPsvkxge4","Johannes Oerding Nichts geht mehr Für immer ab jetzt official","0.9999999999999999","2025-09-02 23:38:15"
"Reinhard Mey","Sommer ’52","Bunter Hund","Non-film","2007","German","https://www.youtube.com/watch?v=tLfADnaJ-4M","Reinhard Mey Sommer ’52 Bunter Hund official","0.85","2025-09-02 23:38:16"
"Mark Forster","Selfie","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=EkBxLmGON7w","Mark Forster Selfie Tape official","0.9999999999999999","2025-09-02 23:38:16"
"Adel Tawil","Paradies","Lieder (Deluxe)","Non-film","2013","German","https://www.youtube.com/watch?v=DVcqCSXlIrc","Adel Tawil Paradies Lieder (Deluxe) official","0.9999999999999999","2025-09-02 23:38:16"
"Tulus","Tergila-gila","Monokrom","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=jRdPZROPA8U","Tulus Tergila-gila Monokrom official","0.9999999999999999","2025-09-02 23:38:16"
"Maite Kelly","Cowgirl","Wie ich bin","non-film","2013","German","https://www.youtube.com/watch?v=nmQRXhOSlL0","Maite Kelly Cowgirl Wie ich bin official","0.9999999999999999","2025-09-02 23:38:16"
"Peter Maffay","Alter Mann","Sonne in der Nacht","Non-film","1985","German","https://www.youtube.com/watch?v=RvckWQDL6tc","Peter Maffay Alter Mann Sonne in der Nacht official","0.9999999999999999","2025-09-02 23:38:17"
"Nella Kharisma","Sebelas Duabelas","Sebelas Duabelas","Non-film","2017","Indonesian","https://www.youtube.com/watch?v=-l3zI2NVIw0","Nella Kharisma Sebelas Duabelas Sebelas Duabelas official","0.9999999999999999","2025-09-02 23:38:17"
"Ayu Ting Ting","Apalah Cinta","Apalah Cinta","Non-film","2019","Indonesian","https://www.youtube.com/watch?v=xflS39rF5Ew","Ayu Ting Ting Apalah Cinta Apalah Cinta official","0.9999999999999999","2025-09-02 23:38:17"
"Udo Lindenberg","Wozu sind Kriege da?","Udopia","non-film","1981","German","https://www.youtube.com/watch?v=XSZAdJ_t0rE","Udo Lindenberg Wozu sind Kriege da? Udopia official","0.6","2025-09-02 23:38:17"
"Johannes Oerding","Alles brennt","Alles brennt","Non-film","2015","German","https://www.youtube.com/watch?v=VCtDE-B2_iQ","Johannes Oerding Alles brennt Alles brennt official","0.9999999999999999","2025-09-02 23:38:18"
"Radhika Thilak","Omana Malare","Kunjikkoonan","Film","2002","Malayalam","https://www.youtube.com/watch?v=-fFBIW6bV4k","Radhika Thilak Omana Malare Kunjikkoonan official","0.9999999999999999","2025-09-02 23:38:18"
"Mark Forster","Weiter (Right Now)","Tape","Non-film","2016","German","https://www.youtube.com/watch?v=piH8CLZaLPY","Mark Forster Weiter (Right Now) Tape official","0.9999999999999999","2025-09-02 23:38:18"
"Reinhard Mey","Der Fischer und der Boss","Bunter Hund","Non-film","2007","German","https://www.youtube.com/watch?v=3ZrBmi4Trck","Reinhard Mey Der Fischer und der Boss Bunter Hund official","0.88","2025-09-02 23:38:18"
"Tulus","Cahaya","Monokrom","Non-film","2016","Indonesian","https://www.youtube.com/watch?v=c9c5lq85AVo","Tulus Cahaya Monokrom official","0.9999999999999999","2025-09-02 23:38:18"
"Adel Tawil","Vermiss mich","Lieder (Deluxe)","Non-film","2013","German","https://www.youtube.com/watch?v=g_TqCI_tvYs","Adel Tawil Vermiss mich Lieder (Deluxe) official","0.9999999999999999","2025-09-02 23:38:19"
"Peter Maffay","Lange Schatten","Lange Schatten","Non-film","1988","German","https://www.youtube.com/watch?v=Ud5-dicTlxs","Peter Maffay Lange Schatten Lange Schatten official","0.8999999999999999","2025-09-02 23:38:19"
"Ayu Ting Ting","TATITUT","TATITUT","Non-film","2020","Indonesian","https://www.youtube.com/watch?v=HtQU3pBH4_I","Ayu Ting Ting TATITUT TATITUT official","0.9999999999999999","2025-09-02 23:38:19"
"Nella Kharisma","Biar Kucari Jalanku","Sebelas Duabelas","Non-film","2017","Indonesian","https://www.youtube.com/watch?v=Zi3EXWr4dZo","Nella Kharisma Biar Kucari Jalanku Sebelas Duabelas official","0.9999999999999999","2025-09-02 23:38:19"
"Maite Kelly","Sieben Leben für Dich","Sieben Leben für Dich","non-film","2016","German","https://www.youtube.com/watch?v=r9CTeGYif-4","Maite Kelly Sieben Leben für Dich Sieben Leben für Dich official","0.9999999999999999","2025-09-02 23:38:19"
"Udo Lindenberg","Sonderzug nach Pankow","Odyssee","non-film","1983","German","https://www.youtube.com/watch?v=b-NSfmhiTBg","Udo Lindenberg Sonderzug nach Pankow Odyssee official","0.9999999999999999","2025-09-02 23:38:20"
